temp,pressure,proximity,r,g,b,a,accX,accY,accZ,gyroX,gyroY,gyroZ,up,down,right,left,side
29.950,100.431,253,37,25,25,72,-0.1404,0.0398,0.9708,-0.6714,3.8452,0.0610,1,0,0,0,1
29.950,100.431,248,37,25,25,72,-0.1371,0.0399,0.9792,-2.7466,8.3618,-3.7231,1,0,0,0,1
29.950,100.358,251,37,25,25,73,-0.1042,0.0347,0.9659,-1.2207,4.5776,-1.7700,1,0,0,0,1
29.950,100.427,250,37,25,25,73,-0.1066,0.0386,0.9674,-1.4038,-0.4883,2.1362,1,0,0,0,1
29.950,100.431,250,37,25,25,73,-0.1116,0.0309,0.9849,0.4883,1.6479,-1.9531,1,0,0,0,1
29.940,100.429,251,37,25,25,73,-0.1025,0.0449,0.9805,-3.1128,0.4272,-0.1221,1,0,0,0,1
29.950,100.432,249,37,25,25,73,-0.1305,0.0419,1.0157,-1.5869,7.8125,-0.5493,1,0,0,0,1
29.950,100.433,251,37,25,25,73,-0.1697,0.0243,1.1101,-16.5405,28.7476,-5.8594,1,0,0,0,1
29.950,100.432,252,38,25,25,75,0.0846,0.0867,0.9771,3.6621,92.6514,-11.9629,0,1,0,0,1
29.950,100.353,250,37,24,24,73,0.2872,0.0549,0.9125,-12.8174,78.3691,-10.2539,0,1,0,0,1
29.960,100.437,250,36,23,23,71,0.4750,0.0562,0.7675,-10.9863,57.3730,-3.2349,0,1,0,0,1
29.980,100.429,251,34,22,23,68,0.5040,0.1263,0.8444,-9.5825,35.6445,-5.4932,0,1,0,0,1
29.980,100.425,251,32,21,21,65,0.5713,0.1353,0.7900,-19.7144,26.6724,1.0376,0,1,0,0,1
29.980,100.427,248,31,20,21,64,0.6309,0.1088,0.6362,-6.7749,11.2305,1.8311,0,1,0,0,1
29.960,100.426,249,31,20,21,63,0.6112,0.1462,0.7653,-2.1362,-4.6997,2.6245,0,1,0,0,1
29.960,100.378,247,31,20,21,64,0.6154,0.1322,0.7324,-2.2583,1.0986,2.3193,0,1,0,0,1
29.950,100.422,249,31,20,21,64,0.6036,0.1423,0.7463,-5.4932,0.1831,-1.4038,0,1,0,0,1
29.940,100.431,251,32,20,21,64,0.6064,0.1582,0.7554,-0.9155,-2.5024,0.5493,0,1,0,0,1
29.940,100.427,250,32,20,21,65,0.5995,0.1401,0.7548,-2.1362,0.2441,-1.8921,0,1,0,0,1
29.950,100.426,248,32,21,21,64,0.6041,0.1407,0.7498,-3.8452,-4.2114,1.2817,0,1,0,0,1
29.960,100.432,252,32,21,21,65,0.6071,0.1394,0.7468,-0.0610,-2.8687,-0.3052,0,1,0,0,1
29.960,100.433,248,32,21,21,65,0.6025,0.1525,0.7466,-2.4414,0.4272,0.6714,0,1,0,0,1
29.980,100.309,248,32,21,21,65,0.6105,0.1569,0.7244,-0.9155,2.6855,0.0000,0,1,0,0,1
29.980,100.426,249,32,21,21,65,0.6016,0.1517,0.7614,-0.4883,-5.0049,1.3428,0,1,0,0,1
29.980,100.427,248,32,21,22,66,0.6041,0.1427,0.7449,-0.1221,2.3193,-1.5259,0,1,0,0,1
30.000,100.426,248,32,21,21,66,0.6024,0.1400,0.7367,-3.7842,-4.9438,0.6104,0,1,0,0,1
29.990,100.422,248,32,21,22,65,0.6010,0.1489,0.7579,-2.8687,0.0610,0.3052,0,1,0,0,1
30.000,100.433,249,32,21,22,65,0.6053,0.1628,0.7334,-3.5400,1.8921,-3.8452,0,1,0,0,1
29.990,100.429,249,32,21,22,65,0.5927,0.1615,0.7765,-3.2349,-10.6812,2.3804,0,1,0,0,1
30.010,100.362,249,32,21,22,67,0.5956,0.1279,0.7288,-0.3052,5.2490,-1.6479,0,1,0,0,1
29.990,100.426,248,33,21,22,66,0.5872,0.1682,0.7931,-6.8359,-4.6387,-0.6714,0,1,0,0,1
29.990,100.430,247,33,21,22,66,0.5979,0.1611,0.7343,-0.8545,2.1973,-2.8687,0,1,0,0,1
29.990,100.426,249,33,21,22,66,0.5824,0.1526,0.7605,-1.7090,-1.2817,0.1221,0,1,0,0,1
29.990,100.435,249,32,21,22,67,0.5890,0.1604,0.7679,-0.8545,-4.8218,1.5259,0,1,0,0,1
30.000,100.423,249,33,21,22,67,0.5862,0.1621,0.7609,-2.7466,-0.1831,-0.3662,0,1,0,0,0
29.990,100.358,251,33,21,22,66,0.5879,0.1509,0.7435,-2.0752,-0.7935,-1.2207,0,1,0,0,0
29.990,100.433,249,33,21,22,66,0.5800,0.1454,0.7725,1.5259,1.1597,-0.3052,0,1,0,0,0
30.000,100.433,249,33,21,22,66,0.5897,0.1567,0.7689,-4.9438,-3.9062,-2.0142,0,1,0,0,0
30.000,100.428,249,33,21,22,66,0.5846,0.1444,0.7555,-3.7842,-0.2441,-0.6104,0,1,0,0,0
29.980,100.431,250,33,21,22,67,0.5851,0.1534,0.7655,0.3662,-0.7324,-1.3428,0,1,0,0,0
29.980,100.424,252,33,21,22,66,0.5828,0.1512,0.7487,-1.9531,-0.4883,0.7935,0,1,0,0,0
29.980,100.429,248,33,21,22,66,0.5854,0.1541,0.7694,-3.7231,1.5869,-2.0142,0,1,0,0,0
29.980,100.321,251,33,21,22,66,0.5840,0.1571,0.7556,-1.4038,1.0986,-0.7324,0,1,0,0,0
29.970,100.430,247,33,21,22,67,0.5834,0.1610,0.7776,-4.2114,-2.7466,-1.5869,0,1,0,0,0
29.980,100.422,248,33,21,22,66,0.5854,0.1467,0.7418,1.9531,2.1362,-0.0610,0,1,0,0,0
30.000,100.431,246,33,21,22,67,0.5829,0.1609,0.7855,-4.1504,-0.5493,-2.2583,0,1,0,0,0
29.990,100.433,249,33,21,22,67,0.5844,0.1564,0.7633,-4.0894,-5.3101,1.2817,0,1,0,0,0
29.990,100.431,249,33,21,22,66,0.5791,0.1478,0.7688,-2.6245,-0.2441,-1.7090,0,1,0,0,0
29.990,100.349,248,33,21,22,66,0.5826,0.1588,0.7583,-5.1270,-1.3428,-0.4883,0,1,0,0,0
30.010,100.432,249,33,21,22,67,0.5791,0.1461,0.7590,0.3662,-0.0610,0.7935,0,1,0,0,0
30.010,100.426,250,33,21,22,67,0.5786,0.1533,0.7761,-1.3428,-0.9766,-0.8545,0,1,0,0,0
30.010,100.434,248,33,21,22,67,0.5861,0.1428,0.7488,-2.0752,-0.9766,0.2441,0,1,0,0,0
30.010,100.433,251,33,21,22,67,0.5762,0.1482,0.7783,1.5259,2.5024,-1.2207,0,1,0,0,0
30.010,100.430,248,33,21,22,66,0.5829,0.1522,0.7767,-5.5542,-6.0425,-0.6104,0,1,0,0,0
30.010,100.437,250,33,21,22,67,0.5793,0.1379,0.7502,0.9766,1.9531,1.3428,0,1,0,0,0
30.010,100.339,249,33,21,22,67,0.5759,0.1602,0.7819,-2.3193,-1.7090,0.6714,0,1,0,0,0
30.010,100.431,248,33,21,22,67,0.5758,0.1486,0.7559,-2.5024,-2.0752,0.5493,0,1,0,0,0
30.020,100.435,250,33,21,22,67,0.5728,0.1547,0.7799,0.0610,-2.4414,0.0000,0,1,0,0,0
30.010,100.432,249,33,21,22,67,0.5713,0.1393,0.7755,-2.0142,1.5259,-0.3662,0,1,0,0,0
30.010,100.431,249,33,21,22,67,0.5740,0.1472,0.7729,-3.3569,-0.6104,-2.4414,0,1,0,0,0
30.000,100.427,249,33,21,22,67,0.5685,0.1512,0.7916,-3.2349,-4.6387,0.7324,0,1,0,0,0
30.000,100.384,249,33,21,22,67,0.5819,0.1543,0.7539,-4.0283,-1.8311,0.0610,0,1,0,0,0
30.000,100.395,251,33,21,22,67,0.5696,0.1401,0.7739,-3.6621,0.0000,-1.3428,0,1,0,0,0
29.980,100.431,250,33,21,22,67,0.5892,0.1747,0.7556,-1.1597,-1.5259,1.2207,0,1,0,0,0
30.000,100.427,248,33,22,22,67,0.5541,0.1396,0.8112,0.5493,-2.9297,-0.6714,0,1,0,0,0
30.000,100.425,249,33,22,22,67,0.5822,0.1692,0.7606,0.1831,-5.1270,0.0000,0,1,0,0,0
30.020,100.433,249,34,22,22,67,0.5435,0.1069,0.7888,1.8921,-2.0142,-1.7700,0,1,0,0,0
30.020,100.433,251,33,22,22,68,0.5707,0.1240,0.7579,-0.3052,-3.2349,0.5493,0,1,0,0,0
30.010,100.360,249,34,22,22,69,0.5420,0.1604,0.8181,-0.5493,-4.2725,0.4272,0,1,0,0,0
30.020,100.429,249,33,22,22,68,0.5687,0.1307,0.7377,0.4272,-0.3662,-1.3428,0,1,0,0,0
30.000,100.425,250,33,22,23,67,0.5260,0.1517,0.8474,-3.8452,-10.2539,2.3804,0,1,0,0,0
30.020,100.424,251,33,22,22,68,0.5555,0.1331,0.7664,0.0610,1.7090,-1.0986,0,1,0,0,0
30.010,100.429,250,33,22,23,67,0.5251,0.1290,0.8120,-1.6479,0.4883,-2.4414,0,1,0,0,0
30.010,100.430,249,33,22,22,67,0.5416,0.1534,0.7931,-0.1831,-3.9062,1.6479,0,1,0,0,0
29.980,100.427,249,33,22,23,68,0.5247,0.1187,0.7968,-1.2207,-6.0425,4.7607,0,1,0,0,0
29.980,100.326,251,34,22,23,68,0.5146,0.1554,0.7913,6.1035,-10.1929,10.3760,0,1,0,0,0
29.970,100.436,249,34,22,23,69,0.5283,0.1111,0.7853,1.7090,-15.6250,10.1318,0,1,0,0,0
29.960,100.430,251,35,23,23,70,0.4821,0.1729,0.5740,49.8047,-58.4106,36.3159,0,1,0,0,0
29.980,100.430,251,36,23,23,72,-0.0935,0.0831,1.1398,-65.1245,-163.4521,-3.4790,1,0,0,0,0
29.960,100.422,253,39,26,26,77,-0.0603,0.0975,1.0673,33.3252,2.6855,17.5171,1,0,0,0,0
29.940,100.429,251,38,25,26,76,-0.0603,0.0966,1.0161,4.8218,-3.6621,-1.7090,1,0,0,0,0
29.960,100.324,251,38,25,25,75,-0.0074,0.0687,0.9618,2.5024,-1.0986,-2.5024,0,0,1,0,0
29.960,100.430,252,38,25,25,75,-0.0222,0.0541,1.0005,5.4932,-1.2207,-4.6387,0,0,1,0,0
29.960,100.436,253,38,25,25,75,-0.0104,0.0471,0.9730,-1.2817,-2.8687,1.0986,0,0,1,0,0
29.950,100.431,250,38,25,25,75,-0.0127,0.0778,0.9796,-5.3711,-0.6104,0.0000,0,0,1,0,0
29.950,100.428,251,38,25,25,75,-0.0033,0.0564,0.9645,0.7935,1.9531,0.9766,0,0,1,0,0
29.950,100.428,252,38,25,25,75,-0.0027,0.0704,0.9858,0.6714,1.2207,0.0000,0,0,1,0,0
29.940,100.424,252,38,25,25,75,-0.0034,0.0573,0.9742,-3.8452,-0.9766,-0.0610,0,0,1,0,0
29.960,100.392,252,38,25,25,75,0.0000,0.0535,0.9844,-0.9766,1.0986,-1.5259,0,0,1,0,0
29.980,100.431,252,38,25,25,75,-0.0042,0.0684,0.9985,-6.8359,-1.0376,-2.7466,0,0,1,0,0
29.950,100.428,251,38,25,25,75,0.0016,0.0671,0.9666,-2.4414,-14.7095,-0.2441,0,0,1,0,0
29.970,100.430,253,38,25,25,75,-0.0002,0.0736,0.9775,-0.6714,1.7090,0.8545,0,0,1,0,0
29.950,100.429,251,38,25,25,75,-0.0034,0.0770,0.9869,-1.3428,-0.3662,-0.7935,0,0,1,0,0
29.960,100.430,252,38,25,25,75,0.0125,0.0679,0.9629,-1.0986,-1.4648,1.8311,0,0,1,0,0
29.940,100.309,251,38,25,25,75,0.0009,0.0679,0.9812,-1.2207,3.6621,-0.3052,0,0,1,0,0
29.950,100.430,249,38,25,25,75,0.0081,0.0544,0.9833,-4.0283,0.6104,-2.5635,0,0,1,0,0
29.940,100.422,251,38,25,25,75,0.0051,0.0637,0.9829,-1.4648,-2.8687,2.0142,0,0,1,0,0
29.960,100.438,251,38,25,25,75,0.0181,0.0758,0.9683,-2.1362,0.9155,1.2817,0,0,1,0,0
29.960,100.433,248,38,25,25,75,0.0143,0.0615,0.9789,-0.2441,1.0376,-1.1597,0,0,1,0,0
29.970,100.429,251,38,25,25,75,0.0177,0.0610,0.9663,0.6714,-1.5869,1.1597,0,0,1,0,0
29.960,100.429,251,38,25,25,75,0.0176,0.0527,0.9742,3.3569,4.3945,0.1221,0,0,1,0,0
29.960,100.361,252,38,25,25,75,0.0140,0.0620,0.9929,-3.6011,-2.3804,0.0000,0,0,1,0,0
29.990,100.432,252,38,25,25,75,0.0208,0.0614,0.9683,-2.5024,-0.2441,-0.7935,0,0,1,0,0
29.970,100.431,252,38,25,25,75,0.0153,0.0533,0.9843,-3.1128,0.8545,-0.7935,0,0,1,0,0
29.960,100.431,250,38,25,25,75,0.0201,0.0560,0.9734,-0.2441,-0.4883,-0.0610,0,0,1,0,0
29.950,100.428,251,38,25,25,75,0.0134,0.0564,0.9875,-0.3052,-1.6479,0.2441,0,0,1,0,0
29.950,100.434,251,38,25,25,75,0.0187,0.0590,0.9760,-0.6714,0.8545,0.1831,0,0,1,0,0
29.950,100.357,250,38,25,25,75,0.0134,0.0659,0.9949,-3.0518,-3.4180,-0.3662,0,0,1,0,0
29.960,100.433,251,38,25,25,75,0.0209,0.0508,0.9735,-0.4883,-2.0142,1.3428,0,0,1,0,0
29.960,100.433,251,38,25,25,74,0.0153,0.0525,0.9816,-0.0610,2.0142,-0.3052,0,0,1,0,1
29.960,100.433,253,38,25,25,74,0.0160,0.0604,0.9839,-1.4038,-2.5024,1.0986,0,0,1,0,1
29.950,100.435,250,38,25,25,74,0.0193,0.0530,0.9741,1.5259,0.7935,-0.3662,0,0,1,0,1
29.950,100.428,250,38,25,25,74,0.0109,0.0525,0.9910,-2.4414,-1.8311,-0.3052,0,0,1,0,1
29.950,100.426,252,38,25,25,74,0.0122,0.0471,0.9742,-1.7090,-2.3804,0.3052,0,0,1,0,1
29.960,100.338,252,38,25,25,74,0.0135,0.0513,0.9738,0.5493,1.1597,-0.1221,0,0,1,0,1
29.960,100.430,252,38,24,25,74,0.0082,0.0422,0.9941,-3.2349,-2.5635,-0.4272,0,0,1,0,1
29.960,100.432,251,38,24,25,74,0.0105,0.0437,0.9709,0.6714,-2.5024,2.0752,0,0,1,0,1
29.940,100.428,251,37,24,25,73,0.0000,0.0056,0.9885,13.3057,-2.9907,4.1504,0,0,1,0,1
29.950,100.429,250,37,24,24,72,-0.0006,0.0045,0.9957,21.1182,-8.9111,10.7422,0,0,1,0,1
29.960,100.430,250,36,23,23,70,0.0189,-0.0632,1.0304,51.2695,3.5400,16.3574,0,0,1,0,1
29.940,100.396,252,35,22,22,68,-0.0042,-0.3610,0.8521,80.8716,4.0894,-17.4561,0,0,1,0,1
29.940,100.398,252,35,22,21,69,-0.0583,-0.4146,0.9478,-0.3052,-4.2114,-3.9062,0,0,1,0,1
29.930,100.432,250,35,22,21,68,-0.0540,-0.3895,0.9288,-6.1646,3.7842,-5.1270,0,0,1,0,1
29.940,100.433,251,35,22,22,68,-0.0399,-0.3458,0.9293,-4.6997,-0.1221,-5.9814,0,0,1,0,1
29.930,100.426,252,35,22,21,69,-0.0396,-0.3503,0.9304,-7.8125,5.2490,-2.5635,0,0,1,0,1
29.930,100.437,252,35,22,22,68,-0.0310,-0.3381,0.9343,-5.2490,0.5493,-0.4272,0,0,1,0,1
29.920,100.426,248,35,22,22,68,-0.0251,-0.3170,0.9374,-4.7607,-1.4038,1.0376,0,0,1,0,1
29.920,100.312,253,35,22,21,69,-0.0344,-0.3252,0.9358,-5.0049,1.3428,-1.0376,0,0,1,0,1
29.910,100.429,253,35,22,21,69,-0.0244,-0.3181,0.9406,-2.3193,-2.2583,-1.4648,0,0,1,0,1
29.920,100.430,253,35,22,22,68,-0.0206,-0.3246,0.9396,0.2441,-0.3662,-0.5493,0,0,1,0,1
29.920,100.428,250,35,22,21,69,-0.0249,-0.3151,0.9446,-3.4180,-1.2207,-1.6479,0,0,1,0,1
29.920,100.430,251,35,22,22,68,-0.0253,-0.3004,0.9338,-2.1362,-2.5635,0.8545,0,0,1,0,1
29.910,100.426,251,35,22,21,69,-0.0254,-0.3096,0.9344,-0.4272,3.4790,-1.1597,0,0,1,0,1
29.920,100.278,252,35,22,22,68,-0.0200,-0.3093,0.9410,-2.3193,0.3662,-1.8921,0,0,1,0,1
29.930,100.429,253,35,22,22,68,-0.0148,-0.2979,0.9381,-0.6104,0.0610,1.0376,0,0,1,0,1
29.930,100.425,252,35,22,22,68,-0.0140,-0.3000,0.9490,-2.7466,1.7700,-0.1221,0,0,1,0,1
29.920,100.434,252,35,22,22,68,-0.0265,-0.3011,0.9683,-9.5215,3.7842,-1.3428,0,0,1,0,1
29.900,100.429,251,35,22,22,69,0.0070,-0.2782,0.9661,-11.4746,13.5498,2.0752,0,0,1,0,1
29.910,100.432,252,35,22,22,69,0.0242,-0.2632,0.9641,-28.3203,14.3433,7.0801,0,0,1,0,1
29.900,100.427,250,36,22,22,70,0.1074,-0.1378,0.9238,-50.9033,25.4517,9.3994,0,0,1,0,1
29.900,100.359,252,37,23,24,72,0.1171,0.0045,0.8596,-107.7881,-20.2026,27.7100,0,0,1,0,1
29.920,100.433,249,41,27,28,80,0.0811,0.2880,0.9578,-54.3823,2.1362,15.4419,0,0,0,1,1
29.910,100.432,251,43,29,30,86,0.0746,0.3035,0.8970,-52.0020,6.8970,24.4751,0,0,0,1,1
29.910,100.429,249,46,34,39,93,0.0580,0.4163,0.9004,-28.7476,2.2583,7.8735,0,0,0,1,1
29.900,100.429,252,48,40,46,104,0.0548,0.4563,0.8717,-11.9629,5.7983,2.0142,0,0,0,1,1
29.900,100.431,250,49,41,47,108,0.0605,0.4779,0.8669,-5.7373,-2.8687,4.8218,0,0,0,1,1
29.910,100.382,250,50,42,48,111,0.0668,0.4360,0.8585,-0.7324,1.5869,-2.7466,0,0,0,1,1
29.910,100.419,248,50,42,48,110,0.0660,0.4458,0.8879,0.4883,-4.0894,0.2441,0,0,0,1,1
29.900,100.429,251,49,41,47,108,0.0719,0.4355,0.8616,-2.8687,-1.0986,-3.7231,0,0,0,1,1
29.920,100.430,252,49,41,47,107,0.0785,0.4255,0.8656,0.9155,1.3428,-2.6855,0,0,0,1,1
29.910,100.436,253,49,40,46,106,0.0784,0.4392,0.8805,-1.5259,1.5869,-0.9766,0,0,0,1,1
29.910,100.427,251,49,40,46,105,0.0859,0.4238,0.8685,-2.0752,1.4038,-2.6245,0,0,0,1,1
29.910,100.429,252,48,40,45,104,0.0859,0.4417,0.8799,-4.1504,-1.3428,-0.4272,0,0,0,1,1
29.890,100.354,248,48,40,45,104,0.0874,0.4315,0.8535,-0.3662,2.3193,-1.4648,0,0,0,1,1
29.910,100.428,252,48,40,45,104,0.0867,0.4380,0.8807,-0.9155,0.6714,-1.8921,0,0,0,1,1
29.910,100.429,252,48,39,44,102,0.0970,0.4348,0.8672,-0.9766,-4.7607,0.6104,0,0,0,1,1
29.920,100.427,252,48,39,45,103,0.0994,0.4257,0.8586,1.7090,1.8311,-0.1831,0,0,0,1,1
29.910,100.436,250,48,39,44,102,0.0988,0.4292,0.8802,-1.2817,-2.2583,-2.1973,0,0,0,1,1
29.910,100.423,250,48,39,44,101,0.1003,0.4302,0.8707,-1.6479,-0.6714,-0.6104,0,0,0,1,1
29.930,100.433,251,48,39,44,101,0.1008,0.4149,0.8623,-1.5259,1.1597,-1.7090,0,0,0,1,1
29.920,100.292,251,48,38,44,101,0.1036,0.4303,0.8645,-1.8921,0.4272,0.3662,0,0,0,1,1
29.920,100.428,250,48,38,44,101,0.1012,0.4185,0.8634,-1.2207,-0.9766,1.4038,0,0,0,1,1
29.920,100.429,252,48,38,44,101,0.1040,0.4287,0.8667,-1.4648,0.9155,-0.3662,0,0,0,1,1
29.930,100.430,251,48,38,44,101,0.0977,0.4237,0.8805,-2.8687,-4.8218,2.1362,0,0,0,1,1
29.910,100.425,250,48,38,44,101,0.1078,0.4237,0.8551,1.5869,1.4648,1.2207,0,0,0,1,1
29.910,100.432,253,48,38,43,100,0.0989,0.4219,0.8760,-2.5024,0.7324,-1.8311,0,0,0,1,1
29.920,100.289,252,47,38,43,99,0.0909,0.4283,0.8749,-1.4648,-1.3428,3.2349,0,0,0,1,1
29.930,100.434,252,47,37,43,99,0.0957,0.4186,0.8708,-2.5635,0.0610,-2.1362,0,0,0,1,1
29.920,100.428,249,47,37,43,99,0.1005,0.4250,0.8831,-1.4038,-2.6855,-0.2441,0,0,0,1,1
29.920,100.431,252,47,37,43,99,0.0988,0.4183,0.8777,-2.6245,-0.1221,-1.2207,0,0,0,1,1
29.930,100.429,252,47,37,42,98,0.1125,0.4126,0.8579,-1.7090,1.7700,-1.4038,0,0,0,1,1
29.940,100.426,250,47,37,42,97,0.0997,0.4144,0.8956,-2.4414,-3.1738,-0.3052,0,0,0,1,1
29.920,100.426,251,47,36,42,97,0.1112,0.4071,0.8593,0.0610,-0.1831,0.1831,0,0,0,1,1
29.920,100.346,250,47,36,41,97,0.0985,0.4071,0.8975,-4.4556,0.3052,-3.1738,0,0,0,1,1
29.920,100.430,252,47,36,41,96,0.1097,0.4181,0.8790,-1.2817,-2.3193,-0.1221,0,0,0,1,1
29.930,100.428,252,47,36,41,96,0.1082,0.4049,0.8757,-0.3052,1.5259,-1.5869,0,0,0,1,1
29.930,100.432,251,47,36,41,96,0.1094,0.4077,0.8821,-0.6104,0.9766,-0.7935,0,0,0,1,1
29.940,100.429,252,47,36,41,96,0.1133,0.4054,0.8798,-3.6621,-0.1221,-1.7700,0,0,0,1,1
29.910,100.428,250,47,36,41,95,0.1433,0.4266,0.8562,1.8311,-3.1738,5.1270,0,0,0,1,1
29.920,100.345,251,46,34,39,94,0.1610,0.3715,0.8447,24.9023,-15.8081,10.2539,0,0,0,1,1
29.910,100.421,250,44,30,32,89,0.0426,0.2433,0.8688,41.1377,-47.5464,30.8838,0,0,0,1,1
29.920,100.428,252,41,28,29,83,-0.2146,0.2571,0.9678,26.1230,-54.4434,24.8413,1,0,0,0,1
29.940,100.430,249,40,27,28,79,-0.2986,0.0986,0.9402,33.3862,-22.8882,9.7046,1,0,0,0,1
29.930,100.435,252,37,26,26,74,-0.2817,0.0286,0.9637,19.2261,4.5776,-5.9814,1,0,0,0,1
29.910,100.428,250,36,25,25,73,-0.2499,0.0260,0.9609,1.2207,3.7231,-3.3569,1,0,0,0,1
29.900,100.433,252,37,25,25,72,-0.2333,0.0341,0.9435,2.5024,4.3945,-0.6104,1,0,0,0,1
29.910,100.362,252,37,25,25,72,-0.2354,0.0350,0.9790,-1.7700,0.7324,-2.1362,1,0,0,0,1
29.910,100.433,251,36,25,25,72,-0.2112,0.0287,0.9463,7.5684,4.3945,1.0986,1,0,0,0,1
29.910,100.425,252,37,25,25,72,-0.2114,0.0237,0.9568,-0.3052,2.8687,-1.4648,1,0,0,0,1
29.910,100.427,253,36,25,25,72,-0.2083,0.0236,0.9563,-0.3662,0.1221,-0.7324,1,0,0,0,1
29.920,100.433,251,36,25,25,72,-0.2059,0.0204,0.9563,-1.5869,-1.8311,1.8311,1,0,0,0,1
29.930,100.430,250,36,25,25,72,-0.2001,0.0292,0.9612,-0.9766,0.6104,1.5869,1,0,0,0,1
29.920,100.396,249,36,25,25,72,-0.1921,0.0167,0.9479,-2.8687,-3.4790,-2.0142,1,0,0,0,1
29.940,100.397,252,36,25,25,72,-0.2203,0.0243,0.9720,2.9907,1.8921,3.1738,1,0,0,0,1
29.920,100.432,253,36,25,25,72,-0.1914,0.0491,0.9568,1.2207,2.3193,0.6714,1,0,0,0,1
29.920,100.419,252,36,25,25,73,-0.1969,-0.0040,0.9581,-1.5869,2.3804,-3.4180,1,0,0,0,1
29.920,100.425,251,36,25,25,72,-0.1935,0.0311,0.9594,-3.4790,-1.7700,-0.8545,1,0,0,0,1
29.920,100.431,253,37,25,25,72,-0.2019,0.0294,0.9614,-2.6245,-0.0610,-4.8218,1,0,0,0,1
29.920,100.430,250,37,25,25,72,-0.2203,0.0157,0.9930,-6.2866,-2.9907,-10.1929,1,0,0,0,1
29.930,100.322,251,37,25,25,73,-0.1947,0.0753,0.9528,0.4272,0.6714,1.2817,1,0,0,0,1
29.920,100.432,251,37,25,25,73,-0.2065,0.0615,0.9594,-2.3193,1.2817,-7.2632,1,0,0,0,1
29.920,100.436,250,37,25,25,72,-0.2124,0.0066,0.9846,1.1597,3.4790,-17.5171,1,0,0,0,1
29.910,100.428,249,37,25,25,74,-0.1565,0.0748,0.9736,7.7515,1.9531,5.1270,1,0,0,0,1
29.910,100.427,252,37,25,25,72,-0.1665,0.0447,0.9750,-5.1880,0.7324,-9.2773,1,0,0,0,1
29.920,100.424,251,37,25,25,72,-0.1705,0.0341,0.9745,-4.6997,-1.3428,-7.0801,1,0,0,0,1
29.920,100.425,251,37,25,25,72,-0.1727,0.0575,0.9867,-0.4883,-2.3193,-1.4648,1,0,0,0,1
29.920,100.354,250,37,25,25,72,-0.1711,0.0500,0.9563,0.0610,2.5024,-4.5166,1,0,0,0,1
29.930,100.436,251,37,25,25,74,-0.1447,0.0533,0.9583,-3.4180,3.7842,-3.0518,1,0,0,0,1
29.920,100.428,252,37,25,25,73,-0.1649,0.0681,0.9867,-10.3760,-1.9531,-8.2397,1,0,0,0,1
29.960,100.441,251,38,25,25,74,-0.1407,0.1013,0.9618,-7.8735,5.7373,0.3662,1,0,0,0,1
29.950,100.433,251,38,26,26,75,-0.1431,0.1118,0.9772,-9.5215,1.4038,-9.2163,1,0,0,0,1
29.940,100.432,250,38,26,26,75,-0.1093,0.1160,0.9478,1.7090,2.7466,0.0610,1,0,0,0,1
29.930,100.315,249,38,26,26,75,-0.1238,0.1180,0.9667,-0.9155,1.5869,-3.6011,1,0,0,0,1
29.930,100.422,251,38,26,26,75,-0.1206,0.1063,0.9768,-4.5776,2.3804,-3.7231,1,0,0,0,1
29.940,100.432,251,38,26,26,76,-0.1116,0.1423,0.9646,-3.0518,0.6714,-0.9766,1,0,0,0,1
29.940,100.428,252,38,26,26,76,-0.1027,0.1295,0.9684,2.5024,2.4414,-3.5400,1,0,0,0,1
29.930,100.430,253,39,26,26,76,-0.1008,0.1060,0.9620,15.3809,0.1831,0.6714,1,0,0,0,1
29.930,100.429,252,39,26,26,76,-0.1022,0.1255,0.9768,-0.7935,0.3662,-0.0610,1,0,0,0,1
29.920,100.433,250,39,26,26,76,-0.0868,0.1289,0.9785,-2.5024,4.5776,-3.7231,1,0,0,0,1
29.940,100.362,252,39,26,26,76,-0.0773,0.1187,0.9666,-2.1362,5.3101,-0.4883,1,0,0,0,1
29.920,100.431,251,39,26,26,76,-0.0598,0.1228,0.9768,0.6714,5.4321,-2.4414,1,0,0,0,1
29.920,100.432,251,39,26,26,77,-0.0438,0.1426,0.9357,-4.3335,6.7139,-3.9062,1,0,0,0,1
29.910,100.432,252,39,26,27,77,-0.0499,0.1238,0.9692,1.4648,4.0894,-1.0986,1,0,0,0,1
29.910,100.428,251,39,26,27,77,-0.0276,0.1606,0.9600,-1.5869,3.1738,2.1973,1,0,0,0,1
29.920,100.436,251,39,26,27,78,-0.0394,0.1484,1.0005,-5.2490,9.2163,-6.9580,1,0,0,0,1
29.910,100.371,250,40,26,27,78,-0.0414,0.1591,1.0441,0.8545,41.5649,-12.2681,1,0,0,0,1
29.910,100.420,252,40,26,26,78,0.0961,0.1377,0.9900,2.1362,40.1001,-0.4272,0,1,0,0,1
29.910,100.424,251,39,26,26,77,0.2555,0.1935,0.9441,-12.0850,97.7783,-21.2402,0,1,0,0,1
29.900,100.425,249,38,25,25,75,0.5056,0.1224,0.7604,-13.0005,80.8716,-16.1133,0,1,0,0,1
29.900,100.424,251,35,23,23,71,0.5986,0.1086,0.7349,-26.6113,42.3584,-15.5640,0,1,0,0,1
29.910,100.437,250,33,22,23,68,0.6465,0.1622,0.6300,-17.5171,8.4839,6.1646,0,1,0,0,1
