accX,accY,accZ,gyroX,gyroY,gyroZ,up,down,right,left
-0.0165,0.0254,0.9768,-2.3193,-1.0376,1.3428,0,1,0,0
-0.0282,0.0007,0.9769,-2.1973,-1.2817,-1.7700,0,1,0,0
-0.0310,0.0187,0.9884,-0.7935,1.2207,1.5869,0,1,0,0
0.0007,0.0162,0.9850,-1.3428,-1.8311,-0.2441,0,1,0,0
-0.0304,0.0205,0.9934,-2.3804,-1.3428,-0.7324,0,1,0,0
-0.0332,0.0237,0.9955,0.0000,1.4038,1.2817,0,1,0,0
-0.0087,0.0306,0.9611,-1.1597,-1.8921,-0.5493,0,1,0,0
-0.0255,0.0212,0.9850,-1.8311,0.0000,-0.5493,0,1,0,0
-0.0165,0.0217,0.9777,-1.7700,0.4272,0.6104,0,1,0,0
-0.0118,0.0249,0.9768,-0.9766,-1.7090,1.2207,0,1,0,0
-0.0414,0.0203,1.0005,-0.3662,0.1221,-0.6104,0,1,0,0
-0.0142,0.0277,0.9612,-0.8545,-0.4272,-0.1831,0,1,0,0
-0.0276,0.0262,0.9838,-1.4038,-0.1831,0.9766,0,1,0,0
-0.0164,0.0327,0.9650,-2.1973,0.1221,1.1597,0,1,0,0
-0.0190,0.0254,0.9822,-2.8687,-0.8545,0.0000,0,1,0,0
-0.0181,0.0225,0.9814,-2.0142,0.6714,0.7324,0,1,0,0
-0.0165,0.0319,0.9811,-1.6479,-0.6104,0.3052,0,1,0,0
-0.0306,0.0300,0.9769,-1.9531,0.3662,0.0000,0,1,0,0
-0.0121,0.0260,0.9781,-1.8921,0.1831,-0.0610,0,1,0,0
-0.0243,0.0287,0.9790,-2.1362,-0.4272,0.7324,0,1,0,0
-0.0201,0.0304,0.9778,-2.2583,-0.0610,0.3052,0,1,0,0
-0.0220,0.0275,0.9904,-2.0752,-0.2441,-0.0610,0,1,0,0
-0.0087,0.0316,0.9758,-1.5869,-0.5493,-1.0376,0,1,0,0
-0.0238,0.0239,1.0006,-0.3662,-0.5493,0.7324,0,1,0,0
-0.0083,0.0286,0.9818,0.7935,-0.6104,-1.2817,0,1,0,0
-0.0244,0.0316,0.9673,-0.5493,-1.4648,-0.6104,0,1,0,0
-0.0266,0.0314,0.9813,-1.0376,-0.7324,0.7935,0,1,0,0
-0.0216,0.0245,0.9838,-1.5869,0.0610,-1.5869,0,1,0,0
-0.0187,0.0259,0.9725,0.3662,-0.6104,0.7324,0,1,0,0
-0.0167,0.0427,0.9655,-2.3804,-0.6104,-0.4272,0,1,0,0
-0.0154,0.0385,0.9716,2.4414,-0.7324,-1.7090,0,1,0,0
-0.0444,-0.0072,1.0197,2.9297,0.0610,-0.6714,0,1,0,0
0.0029,-0.0079,0.9937,-4.4556,1.1597,-1.0986,0,1,0,0
-0.0111,0.0570,0.9243,-2.9907,-2.1973,1.8311,0,1,0,0
-0.0518,0.0334,1.0000,2.6245,-1.7090,-1.0986,0,1,0,0
-0.0101,-0.0044,0.9976,0.2441,1.2817,-4.7607,0,1,0,0
0.0157,-0.0156,0.9919,-3.1128,0.7935,2.9297,0,1,0,0
-0.0227,0.0249,0.9919,-3.9673,0.1831,3.8452,0,1,0,0
-0.0426,0.0457,0.9644,-1.8921,0.1221,1.9531,0,1,0,0
-0.0068,0.0270,0.9658,-2.9297,-0.3052,-2.0752,0,1,0,0
-0.0155,0.0188,0.9926,1.2207,-0.8545,1.5259,0,1,0,0
-0.0333,0.0175,0.9989,-0.4883,0.7324,0.3662,0,1,0,0
-0.0072,0.0240,0.9542,-1.0376,0.3662,-0.6104,0,1,0,0
-0.0048,0.0120,0.9806,-2.4414,-0.7324,-0.3052,0,1,0,0
-0.0033,0.0217,0.9736,-1.8311,-0.5493,0.3662,0,1,0,0
-0.0281,0.0287,0.9794,-1.4038,-1.6479,0.4883,0,1,0,0
-0.0261,0.0222,0.9778,-2.3193,0.3662,-0.5493,0,1,0,0
-0.0099,0.0042,1.0011,-0.7935,1.0986,0.7324,0,1,0,0
0.0092,0.0347,0.9501,-3.6011,-0.6104,-0.3662,0,1,0,0
-0.0358,0.0302,0.9891,-1.9531,-1.0376,0.9766,0,1,0,0
-0.0236,0.0171,0.9886,-0.5493,1.0986,-1.8311,0,1,0,0
0.0038,0.0059,0.9771,-3.1738,-1.1597,0.5493,0,1,0,0
-0.0232,0.0320,0.9822,-1.7090,-0.7935,2.5635,0,1,0,0
-0.0250,0.0494,0.9624,-1.0986,0.6104,-2.0752,0,1,0,0
-0.0234,0.0188,0.9841,1.3428,-1.4038,-2.9297,0,1,0,0
0.0028,-0.0105,0.9913,-0.9766,1.3428,-3.1738,0,1,0,0
-0.0043,-0.0067,0.9974,-2.6855,1.5869,4.9438,0,1,0,0
-0.0153,0.0314,0.9813,-4.8828,0.8545,4.0283,0,1,0,0
-0.0408,0.0604,0.9513,-0.9155,-0.8545,-0.1831,0,1,0,0
-0.0237,0.0344,0.9674,-1.9531,-0.6104,-2.5635,0,1,0,0
0.0013,0.0035,0.9891,0.3052,0.4883,-0.3052,0,1,0,0
-0.0168,0.0155,0.9852,-3.2959,-0.5493,1.8311,0,1,0,0
-0.0096,0.0347,0.9655,-4.6387,-0.0610,-0.1221,0,1,0,0
-0.0184,0.0374,0.9714,-2.6245,-0.1831,0.1831,0,1,0,0
-0.0223,0.0201,1.0035,-0.2441,-2.1973,-1.7090,0,1,0,0
0.0035,0.0123,0.9889,-1.2207,0.5493,0.0610,0,1,0,0
-0.0057,0.0326,0.9709,-3.7231,-1.4648,0.3662,0,1,0,0
-0.0316,0.0316,0.9943,-0.4272,-1.8311,0.4272,0,1,0,0
-0.0095,0.0250,0.9882,-0.7324,-2.0752,-2.2583,0,1,0,0
-0.0178,0.0319,0.9678,-2.9297,-0.4883,-0.9766,0,1,0,0
-0.0181,0.0323,0.9753,-3.2959,0.1831,1.2207,0,1,0,0
-0.0160,0.0295,0.9807,-1.6479,-1.2207,0.2441,0,1,0,0
0.0502,-0.0308,1.0084,-0.1221,1.7700,4.2114,0,1,0,0
0.0704,-0.0677,1.0292,-4.3945,3.9062,17.0898,0,1,0,0
0.0380,-0.0890,1.0079,-7.6294,9.2773,25.1465,0,1,0,0
0.1776,-0.1985,1.0553,-7.8125,14.8315,48.6450,0,1,0,0
0.0621,-0.1074,0.9821,-17.0898,7.7515,80.8105,0,1,0,0
-0.0739,0.0042,0.9786,-22.0337,2.3193,93.5059,0,1,0,0
-0.1823,0.1287,0.9150,-23.8037,-5.9204,85.2051,0,0,0,1
-0.1506,0.1594,0.9275,-17.1509,7.0190,77.1484,0,0,0,1
-0.1619,0.2377,0.9050,-17.8833,10.4370,70.1904,0,0,0,1
-0.2255,0.3342,0.9038,-16.4185,7.5684,51.6357,0,0,0,1
-0.1879,0.3877,0.9156,-5.3711,-6.9580,25.0244,0,0,0,1
-0.1656,0.3644,0.8688,-15.9302,3.8452,8.4839,0,0,0,1
-0.1552,0.3331,0.9105,-5.6152,-5.1880,-9.7046,0,0,0,1
-0.1379,0.3224,0.9380,-3.7231,-3.6011,-24.3530,0,0,0,1
-0.2054,0.3153,0.8879,1.9531,-2.2583,-41.8091,0,0,0,1
-0.1765,0.4081,0.8607,-9.9487,-9.0332,-47.8516,0,0,0,1
-0.1301,0.2854,0.8875,23.7427,-8.7280,-75.5615,0,0,0,1
-0.1847,0.2329,0.7574,6.0425,-6.1646,-88.0737,0,0,0,1
-0.1230,0.0593,0.8561,16.4185,8.3008,-89.5996,0,0,0,1
0.1388,-0.1538,1.1713,14.4653,14.3433,-95.7031,0,1,0,0
0.3634,-0.1682,1.1415,1.8311,-15.8691,-66.1011,0,1,0,0
0.2301,-0.0787,0.9956,13.4277,-5.5542,-21.3623,0,1,0,0
0.1737,-0.0204,1.0447,-0.6714,-9.2773,2.0142,0,1,0,0
0.0442,0.0929,0.9688,-5.0049,-2.7466,16.2964,0,1,0,0
0.0004,0.1481,0.9435,-5.9814,-5.0659,6.7749,0,0,0,1
0.0117,0.1229,0.9535,-1.1597,-0.4272,-0.1221,0,1,0,0
0.0391,0.0948,0.9827,-0.6104,-1.7090,-1.6479,0,1,0,0
0.0466,0.0947,0.9677,-1.4038,-3.5400,-2.5635,0,1,0,0
0.0353,0.1049,0.9579,1.0376,-4.8828,2.9907,0,1,0,0
-0.0092,0.1215,0.9659,-1.2207,-2.9297,-1.0376,0,0,0,1
0.0177,0.0989,1.0012,4.5166,-1.2207,-8.4229,0,1,0,0
0.0601,0.0741,0.9500,-3.3569,1.2207,-4.3945,0,1,0,0
0.0471,0.0815,0.9595,-1.4648,-1.2817,0.9766,0,1,0,0
0.0012,0.0935,0.9752,-2.8076,-1.0376,1.8311,0,1,0,0
0.0179,0.0959,0.9698,0.0610,0.0000,-1.4648,0,1,0,0
0.0409,0.0865,0.9727,-2.3193,-1.4648,-1.2817,0,1,0,0
0.0118,0.0741,1.0004,1.8311,-2.1973,-1.2817,0,1,0,0
0.0300,0.0714,0.9844,-1.3428,-0.3052,0.3662,0,1,0,0
0.0330,0.0779,0.9785,-2.3193,-0.4883,-0.1831,0,1,0,0
0.0001,0.1063,0.9688,-2.0752,1.3428,3.7231,0,1,0,0
0.0103,0.1051,0.9469,-2.6245,0.0000,-2.0752,0,1,0,0
0.0337,0.0696,1.0083,-0.1831,-0.2441,-0.7935,0,1,0,0
0.0276,0.0925,0.9659,-2.1973,-1.3428,0.2441,0,1,0,0
0.0128,0.0872,0.9873,-1.5869,-0.0610,0.8545,0,1,0,0
0.0203,0.0983,0.9701,0.0000,0.1831,1.2207,0,1,0,0
0.0118,0.1011,0.9646,-2.5635,-1.0376,-0.3662,0,1,0,0
0.0173,0.0894,0.9823,-1.0986,0.1221,0.5493,0,1,0,0
0.0280,0.0941,0.9614,-2.9297,0.6714,1.0986,0,1,0,0
0.0088,0.0999,0.9894,1.0986,-2.9297,-2.1973,0,1,0,0
0.0109,0.1040,0.9681,-1.0986,3.2349,0.0610,0,1,0,0
0.0248,0.0992,0.9429,-4.2725,1.2207,-2.0142,0,1,0,0
0.0339,0.0825,0.9858,-2.4414,-0.9155,-0.0610,0,1,0,0
0.0122,0.0878,1.0004,1.7090,-1.5259,-0.7324,0,1,0,0
0.0260,0.0909,0.9738,-1.5259,0.4883,-0.4272,0,1,0,0
0.0201,0.1010,0.9741,-2.2583,0.9155,-0.4883,0,1,0,0
0.0159,0.0914,0.9989,0.9155,-2.3193,-1.0986,0,1,0,0
0.0289,0.0868,0.9780,0.8545,-2.2583,-0.9766,0,1,0,0
0.0222,0.0707,1.0044,0.8545,-3.2959,-0.7324,0,1,0,0
0.0160,0.0817,0.9857,-2.5024,0.9766,0.7935,0,1,0,0
0.0321,0.0948,0.9683,-1.4038,-0.5493,4.3945,0,1,0,0
0.0121,0.1193,0.9515,-1.6479,-2.6855,0.7324,0,1,0,0
0.0077,0.1003,0.9872,-1.7700,-1.7090,-1.8311,0,1,0,0
0.0234,0.0852,0.9899,-1.9531,0.2441,-1.2817,0,1,0,0
0.0211,0.1006,0.9613,-1.1597,-0.2441,0.4883,0,1,0,0
0.0331,0.1056,0.9575,-2.0752,-1.2817,-1.0376,0,1,0,0
0.0012,0.0919,1.0060,-0.7324,-0.3662,2.5635,0,1,0,0
-0.0123,0.0944,0.9740,-3.1738,1.4648,6.7139,0,1,0,0
0.0254,0.1394,0.8947,-10.6812,-7.6294,-2.5635,0,1,0,0
-0.0132,0.1062,0.9987,1.3428,-5.1270,-0.8545,0,0,0,1
0.0066,0.0962,0.9821,-2.1362,-2.4414,-1.9531,0,1,0,0
0.0039,0.1216,0.9482,-6.1646,-1.8921,0.9766,0,0,0,1
-0.0001,0.1228,0.9601,-1.8921,-1.5259,-0.4272,0,0,0,1
-0.0078,0.1044,1.0070,0.4883,-0.4883,1.1597,0,1,0,0
0.0146,0.1102,0.9620,-3.7842,2.9297,-1.7090,0,1,0,0
0.0393,0.1252,0.9542,-7.5073,0.9766,-2.1973,0,1,0,0
-0.0121,0.1332,0.9551,-5.6763,-2.3193,4.4556,0,0,0,1
-0.0128,0.1223,1.0009,0.0610,-3.4180,-2.6855,0,0,0,1
-0.0087,0.1281,0.9796,-2.4414,0.4883,0.8545,0,0,0,1
0.0031,0.1411,0.9540,-3.2959,1.0986,1.8921,0,0,0,1
-0.0004,0.1465,0.9575,-1.5259,-1.9531,-0.4272,0,0,0,1
0.0005,0.1503,0.9513,-1.6479,-1.2207,-0.6104,0,0,0,1
-0.0090,0.1250,0.9816,-1.8921,0.1221,-0.0610,0,0,0,1
-0.0024,0.1208,0.9868,0.3662,-0.4272,-0.6714,0,0,0,1
-0.0011,0.1384,0.9679,-1.5259,0.6714,0.7935,0,0,0,1
0.0095,0.1270,0.9741,-1.4648,1.2817,-0.4272,0,0,0,1
0.0247,0.1237,0.9708,-2.7466,-0.1831,0.4272,0,1,0,0
-0.0217,0.1417,0.9777,-0.8545,-1.1597,3.6621,0,0,0,1
0.0017,0.1522,0.9573,-2.8076,1.2207,-0.6714,0,0,0,1
0.0103,0.1581,0.9303,-5.3711,-0.1831,-0.1831,0,0,0,1
-0.0087,0.1344,0.9896,1.0376,1.2207,-0.8545,0,0,0,1
0.0269,0.1113,1.0013,0.3662,-1.2817,-1.5869,0,1,0,0
0.0104,0.1293,0.9651,-2.4414,0.2441,0.1831,0,0,0,1
0.0070,0.1382,0.9608,-0.6104,0.6104,2.3193,0,0,0,1
0.0005,0.1431,0.9619,-1.8311,-0.2441,0.6104,0,0,0,1
0.0190,0.1495,0.9443,-4.1504,-0.3662,0.6104,0,0,0,1
-0.0210,0.1285,1.0026,3.8452,-1.3428,1.2207,0,0,0,1
0.0271,0.1207,0.9775,-3.5400,0.1831,-3.3569,0,1,0,0
0.0172,0.1455,0.9498,0.0610,-0.1221,3.4790,0,0,0,1
-0.0106,0.1566,0.9565,-4.2114,-1.0376,0.6104,0,0,0,1
-0.0043,0.1460,0.9670,0.8545,1.3428,-2.0752,0,0,0,1
0.0308,0.1106,0.9943,-1.5869,0.1221,-1.8921,0,1,0,0
0.0167,0.1284,0.9733,-1.4648,-0.6714,1.4648,0,1,0,0
-0.0070,0.1361,0.9832,-3.1128,0.3052,2.4414,0,0,0,1
0.0076,0.1505,0.9633,-2.1362,-1.1597,0.1221,0,0,0,1
0.0079,0.1517,0.9553,-3.0518,1.0986,1.7090,0,0,0,1
-0.0015,0.1526,0.9607,-0.5493,-0.1221,0.6714,0,0,0,1
0.0199,0.1467,0.9576,-2.8076,-0.4883,-2.0752,0,0,0,1
0.0167,0.1421,0.9692,-0.5493,-0.1221,-0.7324,0,0,0,1
0.0068,0.1359,0.9716,2.1973,-2.5024,-2.1362,0,0,0,1
0.0146,0.1257,0.9949,-2.0752,1.4038,0.4883,0,1,0,0
0.0192,0.1362,0.9705,-1.8311,0.4883,0.5493,0,0,0,1
0.0103,0.1495,0.9583,-0.9155,-1.1597,0.0610,0,0,0,1
0.0000,0.1504,0.9713,-2.1362,0.3662,0.2441,0,0,0,1
0.0002,0.1489,0.9692,-0.3052,-0.7935,-0.5493,0,0,0,1
0.0282,0.1354,0.9738,-0.9766,-0.5493,-0.9766,0,1,0,0
0.0161,0.1332,0.9773,-1.1597,-0.3662,-1.0986,0,0,0,1
0.0295,0.1399,0.9685,-1.8311,-1.5869,0.7935,0,1,0,0
0.0065,0.1525,0.9731,0.6104,-0.7324,0.0000,0,0,0,1
0.0090,0.1406,0.9686,-1.2817,-0.4272,-1.5259,0,0,0,1
0.0258,0.1271,0.9753,-0.3662,-1.2817,-1.0376,0,1,0,0
0.0109,0.1381,0.9786,-1.0986,0.0000,1.4038,0,0,0,1
0.0105,0.1619,0.9370,-1.7700,-1.3428,0.5493,0,0,0,1
0.0021,0.1375,0.9838,-2.5635,1.4038,-1.0376,0,0,0,1
0.0232,0.1353,0.9655,-1.3428,1.5869,-0.2441,0,1,0,0
0.0276,0.1417,0.9629,-2.7466,-0.3052,2.3193,0,1,0,0
-0.0011,0.1569,0.9603,-1.7700,-0.2441,-0.2441,0,0,0,1
0.0055,0.1475,0.9705,-1.4648,0.4883,0.7324,0,0,0,1
0.0298,0.1405,0.9641,-1.1597,-0.1831,-1.5259,0,1,0,0
0.0275,0.1405,0.9712,-1.4648,0.4883,-0.5493,0,1,0,0
0.0171,0.1438,0.9626,-0.9155,0.1221,0.6104,0,0,0,1
0.0139,0.1470,0.9612,1.2207,-3.3569,-0.2441,0,0,0,1
0.0034,0.1401,0.9720,-1.4038,-1.4038,-0.6714,0,0,0,1
0.0214,0.1429,0.9614,-3.5400,-0.8545,0.1221,0,0,0,1
0.0128,0.1410,0.9795,-3.0518,0.8545,1.0986,0,0,0,1
0.0073,0.1527,0.9596,-0.9766,1.1597,1.2207,0,0,0,1
0.0254,0.1549,0.9528,-1.8921,-2.7466,-0.1221,0,0,0,1
0.0046,0.1439,0.9768,-1.8311,0.3052,-0.6714,0,0,0,1
0.0244,0.1415,0.9692,-0.6714,-1.0376,0.6104,0,0,0,1
0.0361,0.1375,0.9740,-1.0986,-0.0610,-0.3662,0,1,0,0
-0.0001,0.1445,0.9781,-2.8687,1.1597,0.0000,0,0,0,1
0.0016,0.1559,0.9703,0.5493,0.7324,2.8076,0,0,0,1
0.0333,0.1549,0.9335,-3.5400,-2.9297,-1.4648,0,0,0,1
0.0012,0.1406,0.9987,-1.9531,-0.4272,-1.4648,0,0,0,1
0.0200,0.1421,0.9679,-0.4272,0.9155,1.9531,0,0,0,1
0.0315,0.1470,0.9548,-3.1128,-1.1597,0.9766,0,1,0,0
0.0089,0.1567,0.9796,0.8545,-1.9531,-0.6714,0,0,0,1
0.0062,0.1509,0.9742,-0.2441,0.2441,-0.6714,0,0,0,1
0.0315,0.1426,0.9539,-1.2207,1.0986,-0.4883,0,1,0,0
0.0363,0.1272,0.9857,-1.1597,1.1597,0.8545,0,1,0,0
0.0302,0.1376,0.9873,-4.2114,0.9766,0.7324,0,1,0,0
-0.0034,0.1595,0.9668,-0.3052,1.2817,4.6387,0,0,0,1
0.0225,0.1642,0.9489,-2.3193,-2.1362,-1.7700,0,0,0,1
0.0131,0.1426,0.9874,-0.0610,0.7324,-0.6714,0,0,0,1
0.0345,0.1377,0.9674,0.9155,2.5635,-0.7324,0,1,0,0
0.0328,0.1354,0.9644,-1.0376,0.6714,0.4272,0,1,0,0
0.0181,0.1582,0.9520,-1.5869,-1.9531,0.9766,0,0,0,1
0.0084,0.1431,0.9775,0.4272,-2.1973,-1.5259,0,0,0,1
0.0360,0.1461,0.9661,-2.0142,-2.6245,-1.9531,0,1,0,0
0.0045,0.1447,0.9669,-3.3569,-0.7935,0.4883,0,0,0,1
0.0100,0.1583,0.9514,-0.2441,1.6479,0.7324,0,0,0,1
0.0316,0.1405,0.9796,-1.2207,-0.8545,-2.5024,0,1,0,0
0.0228,0.1300,0.9768,1.4648,-0.3052,-0.4883,0,1,0,0
0.0337,0.1460,0.9525,-2.5024,-1.7090,1.1597,0,1,0,0
0.0034,0.1587,0.9575,-2.7466,0.3052,0.0000,0,0,0,1
0.0214,0.1394,0.9769,-0.6714,-0.1221,-1.1597,0,0,0,1
0.0524,0.1256,0.9725,-0.6104,0.0610,-0.7935,0,1,0,0
0.0295,0.1400,0.9673,-2.3804,-2.9297,-0.0610,0,1,0,0
0.0026,0.1455,0.9796,4.8218,-8.2397,-2.9297,0,0,0,1
0.0028,0.1415,0.9736,-4.4556,2.4414,1.0986,0,0,0,1
0.0126,0.1393,0.9657,-3.9673,1.0986,-0.1221,0,0,0,1
0.0143,0.1438,0.9622,-4.7607,1.7700,1.2817,0,0,0,1
0.0165,0.1401,0.9685,0.2441,-1.7700,-1.8921,0,0,0,1
0.0233,0.1517,0.9625,-5.0659,1.4648,1.5869,0,0,0,1
0.0054,0.1550,0.9709,-5.6763,2.2583,-0.0610,0,0,0,1
0.0215,0.1554,0.9668,-1.8921,3.2959,0.3052,0,0,0,1
0.0326,0.1663,0.9470,-1.6479,-0.0610,-1.4038,0,0,0,1
0.0262,0.1641,0.9579,0.5493,-1.5869,-2.3193,0,0,0,1
0.0219,0.1360,0.9818,3.4790,-2.0752,-3.2959,0,1,0,0
0.0537,0.1304,0.9673,-3.5400,-0.3662,1.6479,0,1,0,0
0.0302,0.1454,0.9630,-1.1597,-1.6479,0.7324,0,1,0,0
-0.0060,0.1770,0.9171,2.9297,-4.5776,0.4272,0,0,0,1
-0.2014,0.2135,0.8473,29.9683,-15.9302,-27.3438,0,0,0,1
0.2180,0.0006,1.1565,18.4326,12.1460,-35.4004,0,1,0,0
0.0881,0.0062,0.9054,-2.3804,8.1787,7.0190,0,1,0,0
0.1500,-0.1505,1.0786,-1.2817,3.5400,22.9492,0,1,0,0
0.1539,-0.1299,1.0475,-12.0239,10.4370,45.4712,0,1,0,0
0.1261,-0.0095,0.8868,-13.8550,10.1929,59.2651,0,1,0,0
0.0852,-0.0427,0.9463,-7.5073,3.8452,73.6084,0,1,0,0
0.0964,0.0022,0.9530,-14.0381,-16.4185,70.8618,0,1,0,0
-0.1407,0.0615,0.9679,-10.1929,-23.0713,124.2676,0,0,0,1
-0.1221,0.1047,1.0007,-39.9780,-1.5869,122.7417,0,0,0,1
-0.1250,0.1366,1.0140,-67.1997,10.0098,169.0063,0,0,0,1
-0.7482,0.4994,0.7535,-77.0264,-24.7192,120.1172,1,0,0,0
-0.6147,0.6047,0.6826,1.3428,17.8223,25.5737,0,0,0,1
-0.4410,0.4324,0.8081,30.3345,-11.9629,-49.1333,0,0,0,1
-0.1611,0.2710,0.9712,6.8970,-2.8687,-36.9263,0,0,0,1
-0.2866,0.3210,0.8937,6.0425,-7.8125,-39.3677,0,0,0,1
-0.2615,0.2905,1.0118,22.2778,4.6997,-51.4526,0,0,0,1
-0.3131,0.3502,0.8621,2.5635,4.6997,-58.5327,0,0,0,1
-0.2090,0.3210,0.8525,12.0850,2.2583,-73.8525,0,0,0,1
-0.1611,0.3180,0.7856,8.4839,-6.1035,-83.3740,0,0,0,1
-0.1147,0.2572,0.8301,18.3105,-9.7046,-97.4121,0,0,0,1
-0.1144,0.1888,0.8063,37.4146,-22.0947,-106.8726,0,0,0,1
-0.0581,-0.1343,0.9816,98.8770,-5.1270,-143.4937,0,0,1,0
0.2013,-0.3501,1.1470,31.8604,-14.8926,-66.0400,0,1,0,0
0.1316,-0.3116,1.2264,21.4233,-3.5400,-22.7051,0,0,1,0
0.0731,-0.0503,0.9972,-21.0571,-0.8545,5.3711,0,1,0,0
-0.0233,0.0895,0.8890,-11.5356,-1.6479,10.7422,0,1,0,0
-0.0569,0.0911,0.9840,-5.3711,-4.2114,6.1646,0,0,0,1
-0.0405,0.0487,1.0038,3.4180,1.4648,-7.5073,0,1,0,0
0.0016,0.0070,0.9720,-4.3335,5.4321,-9.0942,0,1,0,0
0.0129,0.0300,0.9845,1.2817,-0.7935,-0.4272,0,1,0,0
-0.0212,0.0511,0.9664,-0.3662,-3.3569,1.4648,0,1,0,0
0.0156,0.0085,1.0873,4.6997,-3.3569,0.2441,0,1,0,0
0.1381,-0.1709,1.3604,6.1035,14.9536,-1.7700,0,1,0,0
0.0413,0.0298,1.3187,-13.4277,65.7349,38.2080,0,1,0,0
0.1661,0.0393,1.2577,-7.5073,119.3848,28.9307,0,1,0,0
0.1610,0.1348,0.8944,-26.0620,132.6904,48.2178,0,1,0,0
0.2123,0.2548,0.5039,-17.4561,115.9668,24.7192,0,1,0,0
0.4572,0.1727,0.4342,12.0239,77.6978,-4.4556,0,1,0,0
0.5430,0.1136,0.4871,7.6904,13.1836,6.2256,0,1,0,0
0.4937,0.1448,0.5364,12.3291,-16.0522,-0.9766,0,1,0,0
0.3682,0.2086,0.5592,14.0991,-44.6777,-16.9678,0,1,0,0
0.3076,0.0607,0.6245,18.1274,-71.3501,-43.0908,0,1,0,0
0.3094,0.0011,0.8477,-12.2070,-112.9150,-48.8892,0,1,0,0
0.4027,-0.0333,0.9724,3.8452,-124.8169,-37.1704,0,1,0,0
0.2257,-0.2745,1.4698,4.2114,-103.6987,39.7339,0,1,0,0
-0.0952,0.1307,1.2510,-40.2832,-71.8384,21.2402,0,0,0,1
-0.0248,0.1501,1.2982,-21.9727,35.3394,19.8364,0,0,0,1
-0.1530,0.1039,0.6564,-8.0566,11.2305,-10.1318,0,0,0,1
0.0782,0.1521,0.9941,-1.3428,-10.7422,-0.1831,0,1,0,0
0.0172,0.2225,0.9314,-20.7520,-4.6997,8.8501,0,0,0,1
-0.2079,0.1895,0.8307,20.5078,-10.3760,-8.8501,0,0,0,1
-0.0409,0.0535,1.0846,50.9033,7.1411,-33.2031,0,1,0,0
-0.0273,0.0511,0.9352,38.8794,12.4512,-17.9443,0,1,0,0
0.0745,-0.1169,1.1053,34.4849,19.9585,-28.5645,0,1,0,0
0.1078,-0.1310,0.9391,-25.9399,2.3804,-3.5400,0,1,0,0
0.0835,-0.1320,1.0264,-7.6904,-3.2959,10.4370,0,1,0,0
0.0840,-0.1125,1.0461,-20.3857,-8.0566,20.7520,0,1,0,0
0.0624,-0.0414,0.9237,-18.7378,-5.6152,43.5181,0,1,0,0
-0.0427,0.0140,1.0499,-6.5918,0.3052,57.6172,0,1,0,0
-0.1746,0.1022,0.9768,-13.6719,3.2959,38.8184,0,0,0,1
-0.0981,0.1774,0.9443,-8.7280,9.7046,10.8643,0,0,0,1
-0.0111,0.1129,0.9550,-5.4321,9.0332,-0.5493,0,0,0,1
0.0028,0.1285,0.9154,-5.0659,4.9438,-3.1738,0,0,0,1
0.0449,0.1407,0.9214,-12.1460,6.0425,-7.7515,0,1,0,0
0.0492,0.0983,0.9520,-6.0425,-4.5166,-13.2446,0,1,0,0
0.0358,0.1191,0.9467,-3.6621,-5.4932,-3.7842,0,1,0,0
-0.0242,0.1527,1.0007,-2.5024,-2.9297,-2.0752,0,0,0,1
-0.0303,0.1262,0.9811,2.1362,1.0986,-8.6060,0,0,0,1
0.0256,0.1107,0.9459,-0.6714,4.4556,-12.2070,0,1,0,0
0.0554,0.0776,0.9730,1.4648,-0.9155,-10.4370,0,1,0,0
0.0353,0.0869,0.9738,3.9673,-3.9673,-9.2773,0,1,0,0
accX,accY,accZ,gyroX,gyroY,gyroZ,up,down,left,right
-0.0151,0.1331,0.9642,0.4883,-0.9155,-0.1831,0,0,0,1
-0.0167,0.1256,0.9742,2.2583,1.1597,0.6714,0,0,0,1
-0.0094,0.1217,0.9744,1.0376,0.6714,-0.4272,0,0,0,1
-0.0092,0.1194,0.9734,1.1597,0.6104,1.3428,0,0,0,1
-0.0125,0.1143,0.9835,-0.1221,0.0610,0.3662,0,0,0,1
-0.0099,0.1155,0.9718,1.4038,-0.1831,1.1597,0,0,0,1
-0.0072,0.1136,0.9835,-1.5259,-1.4648,-0.0610,0,0,0,1
-0.0211,0.1161,0.9845,-0.4883,-0.3052,0.6714,0,0,0,1
-0.0129,0.1141,0.9713,-2.8076,-0.4883,-1.3428,0,0,0,1
-0.0068,0.1138,0.9678,-1.5869,-0.1831,-1.0376,0,0,0,1
-0.0155,0.1115,0.9825,-0.2441,0.6714,0.9155,0,0,0,1
-0.0170,0.1168,0.9686,-3.6621,-1.3428,-0.7324,0,0,0,1
-0.0184,0.1190,0.9709,-0.8545,0.3052,0.8545,0,0,0,1
-0.0142,0.1202,0.9561,-2.6855,-1.4038,-1.3428,0,0,0,1
-0.0198,0.1154,0.9725,-1.7700,-0.4272,0.9155,0,0,0,1
-0.0157,0.1185,0.9724,-1.8311,-1.0376,0.3662,0,0,0,1
-0.0173,0.1204,0.9670,-1.4648,-0.2441,-0.3662,0,0,0,1
-0.0111,0.1136,0.9708,-2.1973,0.4883,1.0986,0,0,0,1
-0.0048,0.1161,0.9673,0.1221,1.5869,3.0518,0,0,0,1
-0.0016,0.1097,0.9724,0.9766,3.8452,4.8218,0,1,0,0
