,accX,accY,accZ,gyroX,gyroY,gyroZ,accPCA,gyroPCA,side,gesture
2411,2399,3227,1271,776,727,0,8519,1964,0,1
6205,1545,361,1790,354,725,16,4127,739,0,1
7086,233,2910,1542,355,3,6,3596,513,0,0
5615,573,326,1629,9,736,1,1916,783,0,1
3135,926,1,1859,11,721,3,272,1089,0,0
5715,423,60,1466,211,210,31,2766,3204,0,1
6220,1653,71,1722,17,214,414,4940,6757,0,1
7976,4376,1125,2399,792,142,784,9720,9116,0,1
6778,1206,211,1841,220,19,1071,1942,4848,0,1
7665,135,2148,1462,836,448,251,4410,6358,0,1
5709,601,1,1576,363,13,1296,1582,6720,0,1
2202,2685,4182,138,1456,395,521,9331,8082,0,0
6759,2140,924,1439,368,353,735,7285,8433,0,1
6395,1612,2148,1504,13,208,984,4842,433,0,1
8403,4187,1195,2413,1372,96,265,9252,8862,0,1
941,229,2409,1359,654,463,19,3739,3633,0,1
4723,3799,32,1480,202,1306,1422,8066,7169,0,1
5021,1166,1557,1960,1482,346,425,984,9369,0,0
4391,1017,352,1638,21,727,992,738,1461,0,0
3221,2672,1155,1431,1406,154,202,9010,4890,0,1
3882,3234,2963,1882,24,25,2,5569,520,0,0
6698,933,3163,1661,825,700,995,819,7924,0,0
944,2555,35,884,116,211,418,8768,3305,0,1
8691,3774,39,1724,354,30,29,8005,2630,0,1
3255,503,1526,933,127,755,1949,2884,4644,0,0
7396,474,401,1819,209,932,1726,2674,8900,0,1
6832,535,312,1321,17,348,1070,2055,3922,0,1
6829,989,1912,1436,10,449,1541,759,7279,0,0
9364,520,3125,2256,750,521,12,1906,3867,0,0
6271,1373,113,1715,5,1056,22,3194,3118,0,1
4749,3355,2196,1586,769,10,266,6307,6877,0,1
7262,3726,2247,1619,774,210,1300,7762,3298,0,1
7384,527,13,1593,211,724,1009,2078,5075,0,1
5298,1083,121,1575,23,14,422,1254,6914,0,0
9569,2124,2118,1399,14,9,268,7434,6018,0,1
6275,1262,2177,1362,205,31,18,2672,2042,0,0
6860,2608,3466,825,25,441,735,9001,8915,0,1
7765,3228,2162,1345,1116,598,1303,5649,813,0,1
3226,2865,1171,455,1448,725,989,9482,6799,0,1
4383,1026,473,1794,766,737,13,716,2868,0,0
7689,359,342,1539,217,1062,1303,3317,7015,0,1
3539,2690,846,713,1377,154,100,9121,4678,0,1
5711,377,289,1712,6,217,417,3232,7037,0,1
6913,4252,1388,1909,48,527,1603,9387,8210,0,1
4996,1201,4013,526,898,391,947,3523,9945,0,0
3262,2168,2471,1188,820,760,1537,7681,526,0,1
9398,350,3129,1574,786,721,10,2768,3472,0,0
9165,2178,4079,1137,553,26,1429,8139,6200,0,0
2258,3033,397,1552,132,1272,1402,9773,7481,0,1
7441,596,103,1718,214,15,9,1698,303,0,1
4478,1688,2810,1419,359,208,6,5533,429,0,0
1596,1813,2285,1520,204,12,3,6002,7,0,1
7104,521,3031,1481,19,721,1004,1650,2697,0,0
3196,2319,4052,811,1447,641,699,8504,8742,0,0
5748,647,103,1599,784,1345,259,1339,5825,0,1
113,514,777,1953,209,734,2,2607,634,0,0
919,1261,2018,1683,15,724,24,2490,3242,0,0
9426,1306,160,2457,263,29,99,2147,6716,0,1
949,1570,2585,1336,367,6,989,4763,2864,0,0
5756,855,77,1772,773,447,1432,156,5680,0,1
8594,4182,2773,1551,793,936,1006,9125,814,0,1
7481,3254,229,1710,788,1,1002,6010,156,0,1
4446,1268,2543,1402,210,214,0,2847,417,0,0
4460,1416,2785,1494,5,11,1,3856,1258,0,0
6843,1609,1134,2119,475,314,1033,4091,4070,0,0
8418,4307,1118,1865,0,23,426,9493,7661,0,1
298,1194,2948,1904,933,1380,320,2339,6561,0,0
1675,855,1920,1744,845,443,1311,111,4455,0,1
3347,3047,2497,232,23,731,1002,9824,2727,0,1
7859,273,1964,1863,970,213,986,3753,3117,0,1
4988,351,3737,1360,20,9,16,2287,2303,0,0
9018,3847,2430,1718,356,442,11,8161,693,0,1
6784,947,2135,1537,639,19,1303,544,7789,0,0
6755,1684,1068,1562,31,23,263,4760,5356,0,0
4550,4381,3973,221,7,47,819,9625,9391,0,1
5418,1411,2112,1296,1110,939,426,3652,8304,0,0
2103,2692,3298,474,1465,854,964,9216,4365,0,1
5843,1938,2241,1436,202,723,992,6595,1949,0,1
6797,3506,1142,1359,683,583,1464,7277,7389,0,1
7492,3424,1128,1907,398,672,1825,7061,9520,0,1
6206,1029,363,1702,26,1063,993,823,2229,0,0
6360,1023,1637,1517,1476,115,936,131,4472,0,0
4487,1637,2695,1387,768,211,28,5228,5591,0,0
7078,3227,3061,2474,241,1347,1678,5924,8793,0,0
6383,670,2326,877,12,523,4,849,1955,0,0
7361,438,221,1865,4,10,270,2852,6836,0,1
2435,2123,3250,1145,776,734,13,7638,3283,0,0
8697,3790,1901,1661,9,30,544,8049,7821,0,1
5753,115,308,1660,206,8,415,4766,5761,0,1
4251,2322,3624,2535,1087,178,1532,7764,9625,0,0
5605,653,296,1699,358,14,1003,1394,3751,0,1
3293,4299,3656,888,642,593,255,9358,1312,0,1
3877,3558,2921,1587,217,4,1001,7029,3463,0,1
5456,2419,211,1850,695,94,1333,8364,6267,0,1
4753,147,2627,1446,684,738,1802,4172,9835,0,1
7460,279,2509,771,1010,444,658,3245,4601,0,1
8396,3360,2210,1709,479,630,823,6350,8965,0,1
6862,2646,3468,848,767,207,27,9103,5474,0,1
4490,1757,2682,1458,206,723,992,5843,2139,0,0
8565,4095,2621,1462,794,1159,263,8906,6917,0,1
8699,3721,2223,1702,20,596,167,7756,4584,0,1
5767,544,148,1681,22,440,422,2033,7043,0,1
8469,1415,812,1631,27,725,260,3231,5117,0,0
3340,3067,2636,182,789,10,258,9855,6882,0,1
7075,3463,2626,565,343,973,1665,6455,9077,0,1
1705,2621,2119,1203,214,933,644,8936,7302,0,1
9986,1395,1334,1436,22,28,984,2829,128,0,0
4953,1844,2978,1903,281,946,1044,6259,4071,0,0
7142,1151,26,1890,842,1058,542,1641,9692,0,0
9658,1630,321,1588,959,936,264,4740,7071,0,1
8421,4203,1355,1242,695,167,1916,9254,3907,0,1
3163,825,1918,1925,17,1156,1018,309,9896,0,1
4678,66,1913,1758,218,450,983,4995,879,0,1
3571,1279,1042,2390,760,810,1893,1720,4374,0,0
10003,1389,1672,1636,6,1420,1017,2402,9906,0,0
5584,592,430,1648,207,207,423,1817,6775,0,1
1892,1307,2437,1453,19,6,4,3071,861,0,0
9345,260,177,1524,564,702,9,3842,506,0,1
5255,243,2240,1713,26,23,11,3805,1559,0,1
4814,522,2993,1410,25,1293,8,1635,58,0,0
6297,1286,247,1722,21,927,1796,2532,9047,0,1
7093,409,2946,1709,357,14,1738,2491,9229,0,0
6211,1184,83,1639,764,744,5,1911,1835,0,1
3193,1621,3815,1269,212,29,415,5686,5697,0,0
5987,3270,852,1665,27,729,994,6258,1994,0,1
7954,137,2158,1660,358,723,1001,4440,3703,0,1
1769,1443,191,685,1239,451,697,3888,9176,0,1
8645,3292,3207,1437,20,726,986,5691,595,0,0
8671,560,3561,1757,941,629,756,1228,9138,0,0
3120,724,2046,1724,202,20,270,845,5790,0,1
9044,3858,3066,1405,906,1299,635,8077,8631,0,1
731,1534,2171,1413,18,21,257,4372,5307,0,1
5998,2651,645,1598,685,367,1502,8956,7458,0,1
7766,212,94,1849,793,65,999,4179,2219,0,1
6749,1676,1067,1376,487,735,15,4752,779,0,0
2104,433,1302,2009,1440,993,809,3452,9950,0,0
6730,916,2185,1585,9,722,4,367,1328,0,0
9172,1730,4038,795,30,934,256,6446,3368,0,0
4994,1546,4082,1250,772,629,318,5488,6297,0,0
6876,92,566,1659,480,520,157,5017,4360,0,1
4434,1103,2244,1715,302,1306,126,1500,5689,0,0
5318,980,144,1743,766,725,8,564,2424,0,1
5758,395,180,1581,1,7,420,3026,7122,0,1
5576,382,270,1768,778,345,270,3198,7251,0,1
1621,948,2413,2388,784,1037,1634,293,8488,0,0
9445,4221,1212,1090,212,1232,417,9296,5286,0,1
6340,1133,2689,1518,786,24,255,1945,6741,0,0
2463,2242,3575,733,966,204,1537,8200,5818,0,0
7189,150,529,1818,211,827,538,4670,7499,0,1
1788,498,2313,527,25,243,295,1764,6233,0,0
250,1027,2743,1837,904,773,986,1185,8467,0,0
7433,234,81,1571,698,20,1727,3954,9578,0,1
6224,1331,224,1804,9,936,1297,2841,5346,0,1
6240,1301,1942,1563,1112,444,425,2820,8458,0,1
9650,1639,202,1542,14,346,995,4865,896,0,1
5743,479,1895,1520,7,936,655,2381,8425,0,1
7233,3182,2663,1778,780,729,1641,5343,7761,0,1
6791,1075,1970,1596,957,1305,270,1266,7074,0,0
4400,761,452,1628,216,30,24,799,2215,0,1
7081,478,3360,1107,33,1336,1908,1676,4261,0,0
4951,3741,298,1238,233,776,1812,7870,9454,0,1
4390,983,427,1663,211,12,16,495,1355,0,0
7572,3528,1402,1193,574,3,981,7425,3362,0,0
9635,1640,258,1494,766,19,15,4859,3320,0,1
6771,3614,2284,2514,1327,758,401,7774,8189,0,1
7505,1996,2081,1441,1451,9,647,6848,9642,0,1
238,3903,2360,1382,34,513,211,8296,4764,0,1
5741,417,149,1586,488,752,1538,2873,8508,0,1
8447,1829,2013,1635,1148,280,1321,5978,8383,0,1
5473,313,451,1872,793,1065,1793,3699,8484,0,1
945,1308,3071,1620,1222,357,43,3290,4271,0,0
7236,36,2699,1616,203,742,988,4852,1681,0,1
7720,2411,3621,938,299,1056,1491,8620,8090,0,0
6842,3362,1351,1479,214,8,1061,6845,4037,0,0
5833,1936,2147,1525,203,749,9,6566,450,0,1
3552,2985,731,477,210,741,27,9704,2389,0,1
9992,1275,1523,1714,966,741,0,1715,3100,0,0
3360,2206,1459,2155,1458,1325,1708,7262,8698,0,0
5581,626,279,1688,358,740,1007,1544,5348,0,1
2410,2299,3338,1104,357,352,419,8262,5828,0,0
4507,455,4,576,92,856,1249,2204,6254,0,1
146,522,1079,1677,178,386,1323,2644,6365,0,0
8352,1949,2008,1378,783,749,1301,6596,3528,0,1
2294,3233,2139,2091,827,623,242,5876,6508,0,1
2253,2977,1968,555,19,748,1293,9709,5281,0,1
1736,1193,641,1835,254,1159,1456,1692,7561,0,0
7698,3189,676,1742,693,723,1299,5821,7988,0,1
114,475,533,1588,211,16,1288,2643,5316,0,1
498,481,283,1391,749,817,945,2441,8371,0,1
9551,1988,1945,1414,773,737,1726,6774,8300,0,1
720,2139,2971,1474,1035,1414,670,7625,8758,0,0
3089,814,2397,1292,963,444,12,73,5593,0,0
7367,598,99,1687,15,723,4,1675,975,0,1
7452,4110,1309,400,507,445,1737,9012,6211,0,1
1647,2000,2901,1386,10,730,22,7063,3201,0,0
7557,3610,607,1778,1108,724,982,7557,3388,0,1
6958,272,2159,1772,959,726,5,3689,3421,0,1
7465,336,138,1608,484,748,1732,3398,9279,0,1
1700,2547,2174,1049,216,742,9,8758,172,0,1
5404,2854,316,661,368,1164,7,9483,1829,0,1
7257,3531,2639,1371,28,638,1723,6938,8364,0,1
5963,719,961,1867,1310,912,21,1311,5534,0,0
6334,894,2854,1351,879,212,111,519,4882,0,0
86,2451,1576,1111,486,256,106,8301,4191,0,0
2308,2136,1304,2273,249,358,170,6965,9009,0,0
7769,203,26,1720,12,345,540,4176,7731,0,1
136,3984,1835,1113,1031,951,317,8810,6617,0,0
7524,1779,2233,1557,206,942,1532,5807,7860,0,1
4409,948,206,1524,205,211,255,415,3622,0,1
4717,357,56,1786,65,683,1533,3300,9286,0,1
9540,4097,498,1087,744,365,109,8961,4006,0,1
7666,3413,2008,1805,716,766,28,6653,3268,0,1
5430,1630,1954,1708,785,204,24,4845,5755,0,1
3927,3524,2802,1744,13,27,263,6933,5858,0,1
8455,1580,1073,1326,207,927,1300,4183,6660,0,0
2187,2136,4076,607,769,1060,255,8060,5499,0,0
6391,1899,2210,1521,24,735,1012,6387,3716,0,1
6326,2104,3699,634,1278,531,961,7780,4054,0,0
9396,398,3264,1649,780,16,12,2409,3556,0,0
5460,2160,130,1011,770,997,423,7575,5564,0,1
1637,3765,153,1750,649,303,367,7996,6387,0,1
120,677,1269,2326,863,207,1520,1977,7332,0,0
3278,4335,3912,711,958,593,740,9460,9581,0,1
2135,1342,2342,1945,421,1053,1584,3104,8748,0,0
6378,1442,2156,1513,218,27,1303,3773,6814,0,0
4970,180,3706,1251,212,29,262,3434,3879,0,0
8332,542,2577,2101,1427,351,1428,1905,801,0,0
134,638,1036,1324,1298,1030,561,1706,8689,0,0
7771,455,248,1981,962,9,260,2780,7106,0,1
5324,1902,3581,773,298,299,713,6964,8207,0,0
9663,1590,591,1600,762,730,260,4389,5848,0,1
6192,906,457,1855,784,443,25,6,5953,0,0
1358,915,1571,1260,959,208,45,372,4148,0,0
2467,2099,2097,1629,1144,1303,465,7298,8125,0,1
679,898,2409,1429,30,20,25,379,2925,0,0
9580,2607,993,1471,3,207,25,8799,5099,0,1
741,679,147,919,1109,1100,976,994,9934,0,1
5307,1099,53,1708,22,720,3,1347,511,0,0
3258,2858,3648,215,1419,548,1548,9561,7350,0,1
4663,91,1898,1785,24,24,17,4851,2360,0,1
6400,1784,2221,1480,202,19,8,5854,821,0,1
1717,3826,3562,1613,75,69,1864,7864,4097,0,0
8656,3296,3167,1487,9,728,4,5736,1249,0,0
8078,3161,2957,1729,211,743,16,5130,988,0,0
489,2568,678,1383,33,219,657,8742,5441,0,1
493,2253,870,2131,86,971,878,7654,3656,0,1
690,1883,1889,1862,1283,1067,356,4549,8071,0,0
1911,1555,1978,1664,1321,452,129,4375,4688,0,1
6188,1058,455,1680,768,19,28,975,5494,0,0
5798,1219,3405,1356,575,211,1,2887,2956,0,0
5283,1213,2744,2025,756,95,419,2333,1792,0,0
4370,861,443,1617,11,217,17,203,3072,0,0
8064,3196,2945,1629,959,212,256,5297,7006,0,0
1361,604,1815,1320,480,639,25,2731,2142,0,0
9336,761,3494,2150,150,758,261,210,7607,0,0
7234,107,2759,1741,641,744,1535,4429,8834,0,0
6300,1238,2099,1523,17,724,987,2415,551,0,0
3901,3593,2990,1619,783,743,15,7170,3659,0,1
2250,2907,1899,535,765,723,265,9600,6706,0,1
9304,655,1207,1578,781,737,11,1773,3257,0,0
5555,479,487,1752,208,18,255,2653,3385,0,1
5599,533,343,1696,357,722,994,2205,3017,0,1
6715,3200,68,1843,1,740,83,5727,4100,0,1
6435,408,2009,1460,1226,677,21,2799,7289,0,1
5612,592,345,1713,203,1,13,1805,1256,0,1
2259,2534,162,1148,83,833,1275,8699,7348,0,1
2424,2184,3349,1117,13,216,418,7893,6975,0,0
8075,3341,2878,1660,5,20,16,6080,3028,0,1
3856,3675,3074,1071,863,635,762,7404,9124,0,1
7359,496,81,1727,768,730,267,2363,6833,0,1
8585,4154,3073,1589,18,350,7,9036,1760,0,1
4739,3988,1979,1135,901,219,1641,8629,3125,0,1
8616,4155,2291,1429,797,18,262,9068,9002,0,1
4462,1710,2874,1463,27,447,22,5652,3131,0,0
1364,1315,1868,2095,284,1346,1734,1240,4686,0,0
1779,2115,1823,1002,400,530,1164,6746,6380,0,0
4785,675,101,1095,767,205,167,1057,4609,0,1
6367,3969,456,483,400,12,1715,8535,9160,0,1
7839,206,29,1654,216,744,428,4140,6114,0,1
5285,446,2021,1750,884,735,429,2629,9885,0,1
7520,2015,2453,1234,202,737,1000,7046,2921,0,1
1920,1243,1688,1707,213,1059,1725,1357,8922,0,0
82,2747,1682,2133,1378,215,653,9159,9593,0,1
8623,922,3642,1869,236,440,1967,966,10008,0,0
7393,469,220,1653,365,27,1000,2575,3675,0,1
4396,857,270,1552,17,21,984,150,73,0,1
6803,2683,2317,1469,673,374,1957,9136,4219,0,1
5568,147,600,1645,486,447,981,4671,1937,0,1
283,4242,2902,472,210,1239,1010,9245,5545,0,1
8385,3491,1914,2372,1112,1407,179,7188,4731,0,1
5955,1387,602,1919,19,681,1645,3040,7954,0,0
9618,1672,318,1628,8,30,20,4992,3375,0,1
6740,1691,1534,1509,720,521,1001,4502,6932,0,0
6945,286,2519,1648,789,444,257,3439,6997,0,0
4508,544,2577,453,445,205,1504,1340,8224,0,0
2305,1804,1706,2114,1142,1342,1965,4861,9542,0,0
9660,1629,551,1580,1223,744,14,4652,5984,0,1
5562,3917,996,1798,15,149,30,8534,6142,0,1
4840,269,2871,1588,788,20,554,3408,8532,0,0
4655,3479,1910,1888,18,682,417,6969,7121,0,1
3849,904,4110,845,987,45,396,1600,7500,0,0
8422,4217,1273,1469,485,519,1631,9299,8429,0,1
5253,209,2285,1865,772,751,257,4031,5822,0,1
2414,2249,3329,1039,25,735,1011,8143,3674,0,0
3554,2940,677,450,493,1291,423,9637,3330,0,1
4691,302,2168,1611,30,752,19,3460,1850,0,1
4498,1994,2699,1236,785,583,420,6992,7902,0,1
2195,1831,3855,1061,487,13,1289,6740,6690,0,0
4764,3162,2650,1649,366,732,990,5214,3055,0,1
3366,585,673,1719,358,1387,1004,1987,5758,0,0
9601,1738,317,1575,16,27,16,5374,2638,0,1
7134,273,2467,1732,416,175,1267,3564,6571,0,1
2434,2380,3344,1200,210,740,3,8489,603,0,0
6794,1006,2222,1332,1473,350,40,1008,4505,0,0
4520,1552,2895,1564,564,353,890,4703,9219,0,0
5587,480,430,1713,29,205,10,2605,1407,0,1
3545,2944,783,388,218,738,416,9642,5362,0,1
7780,235,185,1858,9,1068,983,4081,169,0,1
5444,1727,2,1670,207,211,990,5384,1566,0,1
517,398,931,2124,1433,1181,674,3478,9459,0,0
6902,4342,1503,1868,1450,999,766,9602,9087,0,1
8001,3233,2683,1572,211,16,5,5581,51,0,1
1415,2025,2486,1359,779,205,16,7095,5036,0,1
4664,18,33,1742,574,10,1296,5265,7267,0,1
4456,1553,2897,1437,567,588,255,4742,1954,0,0
4855,499,2930,1409,203,1062,987,1810,1853,0,0
127,1999,225,1500,174,926,1019,6757,4745,0,1
2438,2232,3261,1161,768,209,416,8057,7175,0,0
6914,4223,966,1333,530,710,1042,9295,4212,0,1
6245,1649,6,1782,23,736,1300,4925,5796,0,1
4821,673,3002,1665,8,31,542,785,7782,0,0
6953,339,2232,1602,967,213,552,3207,8857,0,1
3560,2976,670,454,365,726,983,9696,2231,0,1
3951,3664,2943,1424,203,23,985,7431,860,0,1
5437,1544,1945,1489,769,732,992,4339,20,0,1
516,1359,2714,859,1261,907,463,3646,8204,0,0
3168,3816,2076,1332,591,208,1891,8068,9991,0,1
1424,1749,2026,1681,209,447,29,5552,3337,0,1
139,3571,1683,1755,92,247,1432,7729,8945,0,0
1924,1998,1035,904,470,593,1744,6614,9397,0,0
3197,2725,4080,167,1346,327,90,9348,4387,0,0
112,659,533,1630,29,738,1301,1434,5990,0,1
4559,4071,3769,2202,437,693,257,8785,8297,0,0
3250,2605,1737,635,1323,1305,1441,8743,6448,0,0
4690,438,2259,1756,366,745,1005,2598,5452,0,1
7445,681,60,1744,10,746,267,1165,5940,0,1
7807,1147,3,2037,360,733,18,1574,613,0,0
4546,4271,3748,143,89,1207,1316,9255,6493,0,1
6853,2634,3452,841,1226,519,880,9065,3919,0,1
3277,4353,4059,432,774,712,734,9509,9322,0,1
6768,4188,4199,2488,813,209,1658,8904,9672,0,0
4408,961,389,1706,20,213,17,382,2690,0,0
6182,803,396,1782,764,723,14,543,2989,0,1
9023,3783,2795,1791,646,442,1426,7880,7998,0,1
7423,208,553,1652,30,350,820,4302,9074,0,1
3222,2643,1682,657,1435,578,162,8870,4826,0,0
451,356,2102,1206,1087,453,521,3028,8220,0,1
3731,220,3094,1597,3,722,21,3618,3441,0,0
4986,150,3669,1452,28,7,999,3682,2473,0,0
7717,3771,724,1814,235,385,1032,8115,10010,0,1
2240,2924,1989,517,768,14,29,9633,5540,0,1
9161,1623,3339,1523,517,992,1211,5328,7380,0,0
4997,227,2991,1120,1255,201,52,3487,4218,0,0
3922,3272,2875,1642,768,747,1297,5734,3670,0,1
4769,3289,2522,1587,206,206,15,5910,1663,0,1
9154,1772,1652,1133,262,837,1242,5006,6413,0,0
1907,1556,2839,1209,1316,27,735,4800,9679,0,0
368,214,703,2061,686,442,1125,4439,4492,0,1
7792,181,52,1465,27,219,981,4246,192,0,1
6392,1575,2221,1469,209,720,258,4629,3508,0,1
5942,917,608,1731,206,748,992,43,2322,0,0
7815,858,2140,1657,218,213,1002,10021,3329,0,0
6750,1761,1062,1272,208,210,24,5287,2631,0,0
1903,1356,2542,1572,25,13,15,3380,2011,0,0
2292,4357,3522,1477,888,601,939,9563,4970,0,1
9322,772,1027,1665,747,356,549,1015,3263,0,0
1363,1793,1772,1561,135,8,1913,4835,4491,0,0
5260,262,2466,1588,206,20,31,3589,3278,0,1
7356,510,70,1805,19,733,26,2293,3218,0,1
7094,205,3036,1542,647,721,1003,3710,6789,0,0
680,1204,2381,1762,781,24,999,2208,97,0,0
9337,600,3180,2114,492,766,84,1297,9660,0,0
1661,1521,1414,800,596,278,1463,3741,8232,0,0
508,1449,2433,1724,12,448,1647,3868,8038,0,0
8373,2673,1910,1244,354,358,148,9095,4328,0,1
1914,2313,81,734,1438,346,894,8168,4056,0,1
9656,1675,378,1576,970,8,982,5005,3276,0,1
4990,425,3770,1238,16,24,263,1736,5775,0,0
3875,3533,2702,1869,25,741,4,7015,302,0,1
7562,3493,1948,1976,906,37,331,7052,6619,0,1
1752,2249,2806,1020,1170,586,907,8062,9943,0,1
5310,1088,116,1736,11,727,1000,1244,1924,0,0
5952,701,485,1657,1,448,19,1167,3798,0,1
8652,3265,3255,1575,22,22,11,5553,1747,0,0
8099,3298,2994,1599,6,735,1013,5813,3151,0,0
5754,300,124,1606,20,20,1293,3600,5050,0,1
7756,3180,1914,1798,1110,533,425,5574,8479,0,1
3907,3471,3030,1603,1,16,31,6604,5461,0,1
9157,1800,2585,1756,661,464,1832,5980,9786,0,0
3551,2992,690,391,203,722,415,9721,5784,0,1
3722,310,3286,1393,22,745,8,2919,925,0,0
7050,493,2342,1959,6,1056,1021,2254,9872,0,0
520,1339,1877,1256,1175,815,193,1492,6548,0,0
8074,3213,2982,1605,20,6,24,5367,3124,0,0
4538,428,2170,2215,104,1081,1345,2869,6545,0,1
6814,2462,3364,872,794,1240,547,8674,8299,0,0
6180,760,386,1618,7,11,983,776,636,0,1
7369,492,138,1673,15,20,4,2396,1207,0,1
7781,69,52,1602,363,14,1007,4959,5315,0,1
309,4000,1621,251,1283,1267,1118,8722,5907,0,1
7760,3379,574,2043,1221,1245,884,6732,9851,0,1
7726,2089,3559,863,1383,787,708,7641,8721,0,0
3599,11,3378,1337,785,738,22,4663,5364,0,0
9406,824,4072,1476,777,1302,16,854,2938,0,0
305,1514,3730,940,741,452,187,5089,4303,0,0
3240,2862,1665,468,2,748,1240,9440,4709,0,1
4515,1662,2900,1387,63,165,1632,5414,9292,0,0
7753,155,2285,1699,562,438,268,4310,3246,0,1
3109,743,2134,1664,354,23,5,658,416,0,0
7195,4322,2540,1114,825,919,715,9467,8772,0,1
3156,1004,2168,1663,3,207,265,897,6704,0,0
10018,1021,1687,1467,791,745,25,77,5704,0,0
6366,1201,940,882,250,1147,1551,1878,8245,0,0
6311,858,488,2242,1482,747,25,419,8463,0,0
10013,820,1611,1398,762,205,423,1029,7322,0,0
3832,3268,2502,2092,797,854,1067,5941,9071,0,1
4776,3348,2723,1928,641,57,25,6211,1012,0,1
253,2087,2486,1191,487,76,333,7397,6260,0,1
6204,1532,224,1903,8,583,1421,4067,5363,0,1
9613,1609,280,1451,22,928,8,4650,829,0,1
278,339,2866,1413,549,903,1389,2900,8143,0,0
3252,1982,1882,1072,353,1410,1047,5535,4092,0,0
289,4145,2322,957,779,703,1178,9018,4143,0,1
3075,746,2134,1672,215,345,1001,644,3047,0,0
6437,34,1904,1712,783,445,256,5175,6886,0,1
8423,4191,1265,1687,31,16,17,9232,1977,0,1
6153,1430,317,2123,865,1418,323,3358,6491,0,1
7794,608,139,1866,361,54,997,1677,2114,0,1
270,1592,2565,1508,4,1242,6,4879,960,0,0
4570,799,3024,1482,28,14,22,7,2669,0,0
8045,65,2934,1777,779,740,13,4621,3351,0,0
6226,1336,2026,1524,487,720,1538,3078,8455,0,0
4207,397,3387,973,1282,84,905,2131,9984,0,0
3218,857,567,974,96,499,775,96,8791,0,0
1391,979,1141,2201,602,757,1059,17,4369,0,0
6733,2425,3851,84,1104,1296,985,8756,4096,0,0
7383,386,148,1736,0,14,21,3116,3646,0,1
7487,3376,450,1757,216,213,1798,6615,9273,0,1
83,2308,1609,1544,356,786,814,7713,8339,0,0
9628,1663,295,1529,26,729,255,4975,3629,0,1
4557,30,3520,1482,1,556,250,4492,6272,0,0
4500,2029,2632,1365,10,17,20,7140,3203,0,1
6947,144,2184,1938,27,4,982,4467,353,0,1
2450,2240,3281,1145,771,4,266,8090,6900,0,0
3954,3656,2840,1587,216,26,998,7444,2978,0,1
7082,715,3409,1212,1120,751,1431,261,3512,0,0
9386,334,3233,1567,6,26,22,2844,3602,0,0
4746,16,2275,1417,354,16,30,5091,2626,0,1
9389,362,3217,1504,4,3,2,2640,1397,0,0
8094,3422,2957,1649,17,0,5,6416,1042,0,1
6388,1879,2254,1474,22,728,1293,6314,5266,0,1
2401,2410,3342,1050,18,742,998,8563,2154,0,0
6903,4212,850,742,717,1335,991,9244,7030,0,1
4410,1088,208,1799,771,2,422,1204,7611,0,0
6897,1517,1289,2272,1247,291,63,3367,4226,0,0
7152,2540,2135,67,1162,195,841,8845,9712,0,1
5996,1101,927,1640,117,514,1634,1061,8903,0,0
2161,1937,2855,1520,8,135,422,6754,7907,0,0
6690,912,3418,1475,1226,927,991,860,3038,0,0
692,2040,1881,1844,88,21,1323,5745,6369,0,0
7552,3534,373,1598,789,730,28,7226,5912,0,1
4956,904,3985,772,164,866,1674,1401,8767,0,0
4369,916,383,1646,17,22,19,141,2870,0,0
3929,3630,2718,1653,203,720,4,7365,66,0,1
7172,858,224,1747,566,592,4,180,1680,0,1
7816,468,1938,1720,13,739,21,2494,2919,0,1
6431,734,2095,1766,112,1414,1644,764,3991,0,0
2451,2155,3136,1189,784,204,420,7739,7768,0,0
7724,1177,3213,1506,1480,29,484,2454,7524,0,0
3743,484,3261,1688,6,8,997,1848,1153,0,0
2176,2020,2936,1421,23,6,19,7150,2498,0,0
3318,3087,2348,227,1108,5,422,9871,8282,0,1
6377,1139,54,1642,767,9,23,1620,5080,0,0
6389,1779,2300,1400,216,8,981,5867,1165,0,1
1676,702,192,1834,867,224,1921,1112,5033,0,1
3947,3721,2811,1503,776,724,985,7640,1405,0,1
4444,1122,2463,1625,7,8,1001,1728,1716,0,0
6696,960,3364,1360,22,217,25,1132,3418,0,0
5722,486,198,1724,767,721,1,2473,1703,0,1
7480,3308,209,1667,23,26,996,6255,1729,0,1
4967,115,3711,1263,19,205,417,3787,6820,0,0
2217,2979,137,525,28,1065,991,9710,2116,0,1
5847,1899,2140,1454,27,343,1299,6381,5511,0,1
2218,2997,1910,439,209,1152,1430,9742,7698,0,1
3326,3027,2503,153,770,24,29,9802,5642,0,1
6769,2217,226,636,110,1111,1056,7807,4738,0,1
3583,250,3515,1699,84,1069,10,3284,7220,0,0
7746,382,1943,2073,491,922,1158,3175,4662,0,1
3115,918,2029,1826,208,29,5,276,229,0,0
85,2148,1499,894,359,1154,658,7209,7808,0,0
5973,3203,810,1616,13,25,14,5916,2535,0,1
5725,651,125,1779,1,729,1290,1371,3211,0,1
7871,234,2144,1773,1,15,1291,3917,3132,0,1
8413,3524,1584,1863,787,1174,916,7560,9523,0,0
3212,3527,42,2211,565,603,575,7249,8094,0,1
519,1462,1823,1077,1358,903,359,2807,8164,0,0
6798,183,1253,2337,413,631,1815,5085,9507,0,0
244,1738,3,2024,365,571,263,5359,8376,0,1
