,accX,accY,accZ,gyroX,gyroY,gyroZ,accPCA,gyroPCA,side,gesture
7130,45,2060,1525,12,4,1532,5001,7181,0,1
9181,1609,4020,834,27,3,1291,5852,5206,0,0
6929,3430,195,1929,1315,527,12,6841,7104,0,1
683,498,3014,1405,1316,743,434,1783,7342,0,0
4794,579,758,1808,184,109,1339,2088,6477,0,0
461,1116,631,1467,355,443,1295,1308,5770,0,0
9639,1610,188,1536,23,4,3,4660,503,0,1
8444,3331,2017,1898,482,275,1803,6312,8978,0,1
3298,4132,4047,490,1106,562,395,8812,7384,0,0
318,1221,1406,1476,660,364,1616,1520,9149,0,0
1793,1967,2938,976,1108,440,729,6982,9361,0,0
4368,886,350,1574,11,3,996,10019,1356,0,1
2147,235,3573,62,911,1070,1298,2395,7631,0,0
3314,3093,2549,136,13,749,23,9880,3048,0,1
7990,3282,2644,1615,763,720,23,5847,3774,0,1
4847,513,2909,1640,213,22,8,1796,293,0,0
2165,2061,3059,1486,785,740,554,7347,8459,0,0
5805,1912,3992,673,154,699,658,7230,780,0,0
5812,1702,3936,953,1118,727,542,6233,8540,0,0
274,1833,2417,2317,896,870,258,5895,9295,0,1
3145,863,2131,1673,215,23,7,22,53,0,0
1941,1583,2111,1529,12,18,21,4633,3232,0,1
2122,1211,2180,1631,108,520,1292,2210,8930,0,0
3299,4083,3622,499,910,485,273,8752,6566,0,1
6952,195,2228,1571,763,724,29,4061,5313,0,1
7443,372,229,1628,354,349,0,3219,751,0,1
2254,2900,1915,540,207,745,991,9586,2241,0,1
6432,630,2103,2064,1221,1306,1432,1472,5104,0,1
3111,809,2043,1778,202,28,417,333,6028,0,0
5965,3534,894,1657,915,798,341,7348,6591,0,1
3942,3657,2754,1650,29,732,995,7472,2228,0,1
5453,1605,1931,1482,12,729,7,4721,1495,0,1
5554,718,574,1914,27,27,993,1168,1550,0,0
1372,1319,2232,96,195,154,83,3716,8295,0,0
1741,2003,132,1814,307,1408,1091,6738,4224,0,1
1355,1131,1412,1129,1149,631,392,1095,7593,0,0
513,2071,3308,1041,17,709,735,7492,9056,0,0
3728,351,3301,1530,956,737,255,2685,6768,0,0
4995,2369,4157,516,25,311,687,8695,8633,0,0
921,1000,250,2105,965,33,736,530,9607,0,0
5747,624,355,1938,11,725,262,1661,5695,0,1
5763,443,377,1813,0,1061,994,2864,1046,0,1
1692,2427,71,356,767,346,1079,8542,3920,0,1
474,1565,449,1826,212,1154,416,4217,5287,0,1
3857,4111,2317,1963,208,382,681,8980,8604,0,1
6162,1187,201,1800,1313,534,1002,1830,3530,0,1
3960,3727,2679,1692,15,732,4,7710,895,0,1
4740,3542,293,1997,1478,80,1307,7299,4493,0,1
6179,907,341,1581,792,9,426,122,7948,0,0
9614,1645,285,1509,486,204,1002,4886,5305,0,1
3527,206,763,1864,767,17,28,4454,5455,0,1
7495,1539,69,1751,327,744,1130,4203,4370,0,1
8366,2014,1961,1441,480,209,994,6895,3325,0,1
6159,975,704,2061,24,1232,422,269,6033,0,0
6358,587,1786,1886,993,105,504,2952,8137,0,0
1599,1782,2338,1468,206,726,998,5879,2812,0,1
6324,2875,4158,295,80,327,505,9620,7387,0,0
705,1817,2324,813,52,218,1540,6189,9374,0,1
1891,1593,2607,1474,569,723,982,4905,3313,0,0
4466,1625,2853,1464,213,450,1294,5192,5472,0,0
908,1210,2083,1563,29,206,29,2182,3461,0,0
7567,359,1668,1527,297,763,43,4016,265,0,0
5933,940,664,1768,13,13,264,158,5857,0,0
2275,4414,3755,530,203,25,1530,9766,7628,0,1
93,643,573,1153,95,864,81,1405,8323,0,1
4379,889,424,1576,19,23,1288,5,3498,0,0
4827,481,2978,1506,956,1065,26,1937,5717,0,0
9653,1688,280,1604,16,206,984,5119,259,0,1
292,4211,2133,2258,1372,580,408,9249,7460,0,1
5623,686,275,1795,206,0,1005,1219,3450,0,1
5197,2303,766,2229,1133,1107,1629,7817,7515,0,1
7658,4159,968,2266,1131,929,643,9175,8780,0,1
6790,1158,2099,1597,215,9,20,1847,1609,0,0
8613,4116,2691,1503,777,725,419,8946,7290,0,1
7251,3402,2506,1406,13,1337,1071,6386,3997,0,1
3206,4310,853,1531,360,19,39,9475,9697,0,1
8377,888,282,1074,783,1177,482,160,7334,0,1
6213,1117,281,1712,19,12,4,1373,917,0,0
3540,2841,860,699,1376,179,878,9439,4170,0,1
8043,3158,3073,1512,215,740,10,5009,33,0,0
7429,448,248,1748,207,726,418,2759,5846,0,1
9211,1781,3935,1046,369,215,995,6576,3266,0,0
1413,1024,658,1622,129,16,1738,664,4141,0,0
9361,1018,3448,1258,58,1065,1612,1546,8254,0,0
9224,1798,4005,888,206,3,24,6719,2443,0,0
5215,3795,68,1668,789,526,23,8074,6010,0,1
6408,1587,2258,1426,204,724,996,4731,2504,0,1
9603,1627,365,1645,686,346,267,4685,1463,0,1
8014,3267,2538,1745,210,736,994,5834,2635,0,1
3133,976,2242,1498,485,727,1426,772,7828,0,0
5003,3913,1116,2141,730,728,1012,8568,7886,0,1
4392,841,298,1554,11,4,29,254,3865,0,1
6200,996,260,1452,492,1,1290,695,6876,0,0
1684,3003,1026,597,112,937,231,9738,4287,0,1
6835,612,380,1479,207,358,1004,1618,2935,0,1
5820,964,1844,2498,1280,216,472,1318,8266,0,0
4693,264,2172,1733,363,212,998,3708,3338,0,1
700,2812,2046,120,232,590,554,9429,5375,0,1
8334,941,2136,1347,1379,1071,1738,560,7151,0,0
7722,1517,3546,1270,359,748,415,4890,5087,0,0
7738,169,2252,1369,967,721,1207,4149,4336,0,1
4862,382,2830,1555,8,736,1418,2680,5736,0,0
7706,29,491,1512,720,212,656,5300,6047,0,1
4201,2465,4179,282,966,87,565,8898,8048,0,0
8575,4076,3362,2011,694,1231,886,8844,8377,0,1
8013,3314,2452,1897,776,347,11,6121,3561,0,1
4745,3411,2151,1867,783,1304,28,6620,5271,0,1
5403,2868,381,619,22,743,1000,9519,2558,0,1
1360,1344,1857,1022,794,730,1012,1790,1240,0,0
6387,1607,2226,1470,12,28,993,4853,760,0,1
1726,2439,787,2370,1415,1407,258,8280,7933,0,1
9066,4437,2203,259,1117,1358,332,9901,4989,0,1
10012,875,1610,1350,771,752,266,650,6779,0,0
1731,1535,71,1507,693,345,254,4243,614,0,1
3320,3083,2391,187,9,17,22,9870,3443,0,1
7862,241,2046,1563,211,14,1418,3852,6818,0,1
4715,468,846,2275,1381,778,804,3085,9156,0,0
3746,187,3158,1570,1,724,30,3772,5304,0,0
95,1004,706,1878,878,493,464,468,7603,0,0
5817,2109,3510,406,1188,400,907,7781,9967,0,0
7767,303,229,1923,966,449,1290,3695,377,0,1
7831,445,112,1735,3,1070,1288,2725,3484,0,1
4843,589,2991,1710,213,745,1013,1320,5502,0,0
2412,2317,3277,1153,764,729,1004,8304,1737,0,0
1915,1333,1588,2244,1365,1068,875,1869,9978,0,0
7539,4219,1283,1221,1448,685,911,9298,9728,0,1
5815,2124,3918,797,1409,27,928,7885,4085,0,0
4832,338,3067,1572,4,21,1002,2880,1565,0,0
4822,482,2982,1640,565,219,658,1964,7708,0,0
3281,4340,3831,716,216,23,542,9486,6988,0,1
6774,1345,2556,1097,63,524,1530,3449,9293,0,0
3265,2476,2114,1802,132,1122,1623,8561,8670,0,1
4771,53,2503,1760,205,206,991,4864,1643,0,1
7109,377,2952,1552,19,740,993,2667,1578,0,0
6688,940,3241,1368,1423,1065,423,976,8954,0,0
5436,1579,1958,1589,7,219,255,4551,5587,0,1
5263,367,2420,1549,483,721,1,2936,2203,0,1
5303,1006,57,1769,769,739,986,736,733,0,0
1683,2703,954,485,0,1337,166,9153,4504,0,1
2319,1661,2040,1002,1112,17,1068,5235,9630,0,1
3078,751,2177,1685,20,741,1293,602,5274,0,0
2108,925,1875,2047,1168,736,364,1192,7551,0,0
8450,2034,980,1330,1371,212,39,6767,4317,0,1
2304,2106,2057,1647,815,550,1595,7319,3210,0,1
9433,4096,1346,830,999,1005,485,9024,7590,0,1
8672,246,3038,1618,1140,742,833,3497,9517,0,0
6792,878,1993,1401,27,776,725,142,7938,0,0
9334,649,2140,1627,393,356,1393,1223,7527,0,1
6686,1205,3752,1604,1202,722,105,2983,6454,0,0
6341,1357,2660,1388,966,633,28,3464,7083,0,0
9428,842,515,1883,1133,1038,1462,388,6147,0,0
743,4143,1008,1361,234,443,370,9105,4875,0,1
9175,1686,4018,854,573,7,18,6231,1166,0,0
9599,1632,453,1499,14,526,264,4722,6122,0,1
3952,3425,2865,1737,23,728,986,6481,771,0,1
353,28,2309,1081,1475,268,906,4908,9736,0,1
4830,426,2913,1688,210,745,1301,2380,6754,0,0
8054,81,3105,1506,481,16,991,4413,3224,0,0
1608,1743,2346,1507,12,12,14,5653,2484,0,1
239,3509,2921,1392,53,246,262,6796,352,0,1
6355,1917,3084,311,1339,950,700,7006,9425,0,0
8009,3343,2606,1647,24,728,6,6166,723,0,1
4532,1615,2968,1479,484,6,1204,5174,4675,0,0
1658,1001,1676,1447,165,450,1922,20,4620,0,0
6837,991,434,1939,685,29,1419,476,8013,0,0
3130,952,2274,1645,27,205,267,595,5787,0,0
6215,1520,111,1665,212,25,1529,4090,7713,0,1
2191,1755,3838,1096,362,11,1004,6367,5098,0,0
9159,1894,2583,1136,460,59,1684,6557,9125,0,1
3739,518,3253,1650,13,1232,5,1629,464,0,0
7202,4209,1992,1813,778,4,79,9235,4132,0,1
6826,430,896,2057,1447,4,211,3247,5015,0,0
8460,1431,876,1510,29,1063,984,3332,1296,0,0
4372,999,490,1718,218,720,985,574,1856,0,0
3127,960,2207,1643,762,726,990,612,14,0,0
3887,3569,3066,1556,206,220,1007,7039,3300,0,1
4751,3665,73,1910,10,722,260,7657,5603,0,1
9368,374,3098,1693,361,30,1299,2679,6773,0,0
9441,4196,1192,1471,87,681,1009,9233,8375,0,1
1897,1552,2598,1442,361,31,984,4619,1842,0,0
7977,4222,621,1825,858,527,288,9288,6439,0,1
8442,4039,28,929,357,282,1319,8772,4936,0,1
7237,3356,2619,1720,785,733,983,6239,1978,0,1
8452,1928,973,1284,566,720,25,6242,17,0,1
906,1088,1959,1626,491,351,263,1338,2862,0,0
8065,3256,2867,1820,203,743,989,5696,1804,0,1
5705,487,40,1572,210,210,1302,2353,6049,0,1
8371,2286,23,1417,18,215,30,8014,5055,0,1
8458,1621,928,1627,21,8,1304,4435,5878,0,0
7528,2007,2407,1454,4,732,4,6954,1498,0,1
7789,299,231,1938,31,14,1537,3726,7823,0,1
6196,774,504,1805,8,751,20,790,2943,0,0
3118,761,2200,1566,483,215,260,506,2786,0,0
8694,3802,150,1673,764,735,262,8117,5986,0,1
4525,1281,2892,1405,30,7,262,3079,5250,0,0
5186,1294,2473,1676,965,11,422,2932,7971,0,0
5290,1145,18,1709,358,7,417,1666,5427,0,0
7148,1439,636,2288,1311,1119,1618,3197,8182,0,0
747,3712,361,569,1030,131,1127,7679,4030,0,1
7066,270,2491,1746,4,207,982,3572,1144,0,1
347,2210,3910,1038,1424,438,492,8156,7528,0,0
5595,489,411,1866,20,726,1003,2590,2666,0,1
2183,2511,3690,767,602,1004,1952,8801,4203,0,0
1785,1225,4197,1486,751,429,1517,4532,7507,0,0
5304,1330,1999,1516,360,29,1007,3037,5158,0,1
3333,3056,2466,184,4,741,994,9838,935,0,1
2213,3007,35,340,696,1411,1022,9754,4352,0,1
4856,288,2800,1811,769,747,1000,3376,1148,0,0
3288,4302,3516,1106,1377,1,1792,9383,7075,0,1
2417,2221,3215,1205,775,732,27,7999,5460,0,0
3881,3756,3190,1069,765,344,256,7646,5948,0,1
1595,1770,2343,1390,217,2,982,5815,1438,0,1
6384,2189,2009,1889,775,38,1299,7609,2187,0,1
3827,3298,2952,1523,1227,892,992,5811,819,0,0
708,661,1354,1847,243,783,1741,1927,9123,0,0
509,1393,2405,1672,358,524,30,3548,2988,0,0
5461,1537,327,903,887,1137,108,4333,4680,0,1
9442,4207,1224,1629,363,205,11,9269,3,0,1
6372,2209,1543,2459,227,957,998,7028,9855,0,0
4264,2631,386,1259,1385,346,1801,8924,7154,0,1
8348,2103,2087,1541,765,742,998,7333,1049,0,1
3184,1315,3818,1214,22,747,1540,3854,7882,0,0
6865,2815,3555,836,1419,2,192,9450,4938,0,1
6363,1878,1602,1758,342,210,427,5502,8975,0,0
4680,169,1995,1684,360,12,5,4323,818,0,1
711,2499,392,895,638,1161,1131,8642,4518,0,1
9151,1661,1564,1350,653,1234,1003,4347,7098,0,0
6948,142,2366,1449,490,28,259,4288,2247,0,1
4656,3329,1974,1831,766,14,1420,6302,5351,0,1
712,2668,3577,544,518,875,1907,9183,10011,0,1
2150,3609,2912,1122,1063,426,253,7163,7373,0,1
6839,751,310,1704,206,14,1732,843,8912,0,1
715,2771,4159,553,741,587,1068,9443,4334,0,0
8592,4188,3031,1477,794,1296,885,9120,9663,0,1
8596,4110,2724,1426,1,1385,658,8927,8396,0,1
4540,102,3182,2053,246,1050,1443,4406,7562,0,0
323,2019,3025,691,1473,1336,86,7276,4577,0,0
3210,3890,324,1534,644,675,12,8352,1266,0,1
334,965,2270,1601,773,1163,1297,668,3807,0,0
2227,2929,55,464,207,738,989,9634,1957,0,1
3933,3486,2799,1730,769,738,3,6789,1887,0,1
9378,314,3172,1614,488,357,421,3008,5367,0,0
233,4102,2444,347,991,228,136,8860,6296,0,1
6255,1204,1982,1512,202,21,21,2129,2431,0,0
5712,454,289,1863,6,205,999,2770,1172,0,1
7178,410,2093,1312,728,1407,16,2721,5530,0,1
3597,447,3570,1399,834,29,14,1803,8825,0,0
1576,1524,2069,1657,490,208,1007,4216,5733,0,1
9563,2113,2016,1311,565,728,6,7395,2357,0,1
3309,3075,125,248,481,24,656,9851,7790,0,1
8602,4138,2757,1431,792,209,256,8994,6921,0,1
6879,752,282,1653,478,204,1002,804,5076,0,1
7778,407,113,2069,774,343,1005,3077,806,0,1
2167,1988,2973,1204,354,941,990,7041,2840,0,0
2210,2999,1259,601,1145,641,212,9722,6609,0,1
2287,4393,3764,568,31,23,998,9715,2349,0,1
10000,1320,1326,1399,358,208,27,2296,2267,0,0
2124,1507,74,1980,216,213,1424,3938,7033,0,1
5198,2294,517,676,940,1256,1649,8059,8098,0,1
9388,345,3227,1521,0,13,984,2747,883,0,0
9180,1675,4050,1005,22,21,1290,6160,3752,0,0
3245,2805,1629,458,19,728,1299,9340,5576,0,1
4438,1250,2697,1603,763,20,8,2709,2510,0,0
3707,390,3297,1520,765,2,16,2406,3256,0,0
7120,486,3406,858,961,591,447,1511,7358,0,0
6849,2852,3651,496,167,18,1552,9545,8145,0,1
7110,361,2945,1523,202,16,10,2762,1066,0,0
1660,1245,1714,1389,466,589,1394,1413,7586,0,0
5199,3149,746,2112,334,597,1152,5739,6250,0,1
4265,2423,712,1698,482,670,1004,8323,3684,0,1
7263,3576,2319,1646,209,526,1003,7236,2745,0,1
745,3564,382,1863,775,532,1872,7387,9237,0,1
710,839,1239,1296,509,1344,1037,588,4208,0,0
1730,1760,1908,1555,4,9,648,5606,8393,0,1
9362,524,3615,1289,300,453,1374,1278,7417,0,0
8693,3795,74,1650,12,21,258,8072,5531,0,1
5589,582,351,1837,21,22,10,1926,1687,0,1
9546,2382,2250,1817,803,121,1259,8319,4159,0,1
2236,2991,40,554,207,16,1003,9725,3173,0,1
8642,3310,3227,1522,205,720,8,5793,479,0,0
6706,597,4042,630,865,204,826,301,4422,0,0
3928,3578,2802,1655,763,737,17,7154,3133,0,1
4463,1579,2842,1365,2,210,22,4932,3791,0,0
6711,128,538,819,1382,1251,276,4529,4932,0,1
4403,1023,457,1694,216,729,19,723,1251,0,0
6203,983,75,1392,366,43,417,693,5979,0,0
5012,56,26,1732,30,7,990,5065,1519,0,1
4385,959,499,1728,205,10,1418,321,6713,0,0
8047,3224,2893,1576,209,724,984,5441,1338,0,0
3284,4363,3630,971,1470,234,101,9579,4796,0,1
5813,2206,4131,620,1323,208,78,8290,4433,0,0
4459,1388,2848,1412,13,11,17,3731,2752,0,0
1575,1278,288,1805,968,750,262,2423,7168,0,1
7364,564,98,1741,14,6,22,1919,3160,0,1
6859,2659,3472,793,30,5,540,9139,7084,0,1
3898,3716,2896,1576,213,733,1300,7618,6711,0,1
511,1191,2505,1590,19,40,423,2226,7663,0,0
5246,354,2437,1766,202,733,1294,3080,5622,0,1
967,2756,977,1381,648,961,8,9241,5997,0,1
7407,413,106,1738,10,4,995,2927,1142,0,1
7537,1455,349,735,1257,1023,181,3895,4744,0,1
6811,2453,3199,1088,794,213,725,8639,9214,0,1
1766,2035,3024,1829,864,837,88,7181,4713,0,0
9985,1455,1297,1327,26,0,1000,3293,2541,0,0
7841,8,180,1782,205,208,0,5382,210,0,1
5239,826,3318,1301,479,213,1079,313,4183,0,0
3706,337,3250,1592,29,21,16,2826,2006,0,0
8392,301,2339,1857,1227,939,1805,3474,8394,0,1
8644,3294,3235,1580,6,1,981,5720,848,0,0
7176,672,148,1680,480,210,256,1234,2448,0,1
3548,2981,652,354,29,4,1008,9707,3433,0,1
3693,228,3558,1065,784,684,428,3192,8366,0,0
4818,383,3101,1521,640,521,104,2541,3903,0,0
934,4145,2620,807,1008,401,160,8993,6408,0,1
7459,3622,477,1520,175,858,172,7538,9220,0,1
5737,483,93,1747,784,345,423,2460,7880,0,1
3194,1398,3824,1125,764,726,548,4393,7962,0,0
9187,1531,4054,863,203,345,1294,5436,5335,0,0
3680,207,3161,1633,213,6,996,3684,2798,0,0
6301,1347,1928,1575,763,25,30,3095,5523,0,1
7074,176,239,601,547,1083,1718,4079,9467,0,1
7709,223,841,2185,216,519,21,4484,2282,0,1
5981,3176,911,1808,28,727,985,5850,891,0,1
5227,87,298,1767,30,216,23,4979,2894,0,1
4553,4347,3402,599,999,191,149,9529,6320,0,1
2239,2922,65,541,26,739,999,9627,2592,0,1
676,1358,2254,1359,570,521,262,3346,2456,0,0
8086,3250,3034,1544,782,348,3,5546,3023,0,0
4467,1826,2976,1237,1,352,270,6300,7004,0,0
5274,98,2307,1829,26,15,25,4673,3051,0,1
4860,372,2779,1585,18,216,260,2775,5614,0,0
4782,1116,2310,794,1054,703,303,1880,7370,0,0
1617,1473,2529,1460,366,741,994,4129,3516,0,0
6909,4025,1194,1449,640,724,424,8842,3353,0,1
5974,3192,788,1494,217,723,427,5818,6121,0,1
1746,2563,3478,1007,790,598,248,8880,5014,0,0
6163,1532,533,2082,25,3,2,3906,280,0,1
7414,3339,2158,1748,989,815,306,6281,6556,0,1
9204,1717,4019,894,27,19,3,6344,446,0,0
2199,1676,3873,1009,19,5,23,6047,3063,0,0
7258,146,2569,1871,780,440,19,4304,5450,0,1
7163,457,330,1816,772,1235,425,2755,7233,0,1
7997,3405,2444,1928,2,3,12,6539,2627,0,1
3698,519,3343,1542,366,22,981,1551,1798,0,0
7387,414,468,1932,1117,1301,1528,3112,5418,0,1
5254,73,2260,1628,8,1,262,4791,5805,0,1
7466,238,170,1868,561,7,425,4049,5211,0,1
3101,676,2096,1701,490,2,1289,1109,6790,0,1
4978,182,3705,1263,14,31,270,3423,6724,0,0
462,443,715,1607,683,526,12,2935,2256,0,1
4573,921,2992,1693,4,2,1002,638,1734,0,0
4574,933,2917,1745,764,1388,1724,678,8501,0,0
2152,320,2034,2403,197,654,934,3766,8979,0,1
4254,1409,2303,2293,1443,217,983,3388,7072,0,0
7656,681,2507,1433,1205,802,758,867,9426,0,0
9374,333,3208,1665,781,11,23,2894,5467,0,0
5281,532,49,2055,115,122,1447,2215,7411,0,1
5775,37,1143,1740,286,767,1038,5583,4055,0,0
3154,781,2106,1719,771,752,1291,459,3037,0,0
7573,3518,1416,1699,764,344,254,7460,5803,0,0
3566,2902,662,998,354,1029,265,9577,170,0,1
4867,266,2645,1684,489,727,1293,3526,6962,0,0
4686,198,1962,1690,31,734,1011,4170,3851,0,1
9602,1555,278,1382,1110,739,1,4329,3624,0,1
8562,4046,2568,1669,18,351,988,8781,167,0,1
1406,2212,3602,592,1092,217,847,8140,9541,0,0
9427,1022,780,1953,1314,1224,100,515,3957,0,0
7868,127,1992,1719,6,730,549,4576,7904,0,1
4441,1071,2508,1577,1108,3,997,1437,1860,0,0
6708,1866,3031,1853,922,316,1117,6373,5624,0,0
4682,176,1951,1705,12,438,8,4303,2235,0,1
1768,937,747,2251,1303,1088,491,59,8276,0,0
1655,1352,1703,1243,1270,965,211,2179,7386,0,0
730,1522,199,1847,16,344,989,4020,255,0,1
5284,760,2688,1268,809,1231,886,290,4272,0,0
5277,119,2407,1728,763,0,23,4480,3780,0,1
4519,1661,2928,1515,207,29,1422,5391,6878,0,0
6830,878,192,1803,14,452,1300,56,5082,0,1
4696,25,256,1845,107,1056,1453,5327,7459,0,1
465,1285,479,1526,464,47,1336,2495,7452,0,0
6795,1634,2150,1360,1025,213,304,5049,7331,0,1
2316,1256,816,1681,31,742,416,2046,5806,0,0
7089,47,2671,1663,1457,1297,45,4795,4450,0,1
8024,100,2721,1850,784,520,13,4522,5239,0,0
9590,2199,104,2056,1077,1056,357,7582,7474,0,1
4270,2423,179,1361,695,353,1,8414,5079,0,1
7381,602,202,1774,762,740,991,1710,291,0,1
7851,345,1950,1707,481,732,23,3312,590,0,1
6429,1654,774,1788,537,1407,1392,4655,8107,0,1
7256,3982,2365,1083,572,741,1290,8575,7107,0,1
9212,1776,3983,960,961,17,1003,6586,494,0,0
3532,235,771,1678,575,118,125,4239,4144,0,1
6718,403,1995,1832,357,27,257,2940,3087,0,1
3846,2093,4184,255,211,191,132,8197,4447,0,0
6314,57,901,1498,607,804,1785,5291,9741,0,1
5452,1654,1956,1578,213,9,8,5034,171,0,1
5730,679,2021,1531,766,1234,1645,1070,8341,0,1
3334,3039,2337,275,787,723,27,9813,5827,0,1
6705,1140,3643,1612,959,4,934,2465,9913,0,0
9072,4489,339,42,1415,917,154,9986,4683,0,1
5572,43,155,1515,368,519,13,5122,448,0,1
9308,623,1292,1488,208,16,1796,2009,9233,0,0
7410,617,3,2200,692,1057,417,1688,1068,0,1
5245,340,2332,1859,363,442,1289,3240,5585,0,1
2291,4292,3347,707,1267,652,607,9360,9133,0,1
7146,1946,1994,1349,1227,1291,123,6592,4487,0,1
2215,2990,1903,341,644,732,11,9729,2649,0,1
467,1442,2032,1293,14,845,1834,3792,9408,0,1
4707,431,2487,1498,366,630,550,2463,7281,0,0
8629,32,3370,1233,208,768,262,4518,2660,0,0
696,2233,1244,352,69,178,1706,7744,9957,0,0
9166,1879,3999,893,135,998,880,7049,1811,0,0
3749,495,3245,1651,213,17,16,1777,1278,0,0
6911,3943,1225,1610,25,732,1303,8611,5989,0,1
8042,166,2991,1679,13,18,1428,3974,6751,0,0
914,1211,1986,1659,30,736,0,2128,443,0,0
5961,1674,329,1808,1230,1382,13,4956,5580,0,1
736,2163,2148,648,1060,1342,378,7690,7486,0,1
8674,3393,609,1186,825,1233,683,6613,8684,0,1
453,1103,566,1708,1016,1150,280,1201,6538,0,0
4367,807,500,1639,485,9,270,509,3448,0,0
927,4267,2877,428,494,904,1301,9314,4908,0,1
9413,619,2415,2342,1069,1150,84,1579,6217,0,0
5606,533,281,1721,11,6,984,2185,258,0,1
6216,1362,242,1817,31,732,255,3029,3438,0,1
7671,3272,196,1865,960,744,725,6112,9040,0,1
10021,846,1704,1327,204,218,266,967,5590,0,0
8025,3194,2646,1715,204,211,31,5397,3496,0,1
940,3395,302,2106,817,132,825,6753,4356,0,1
4560,450,205,2515,1242,1310,340,3640,7465,0,1
3710,673,3250,1772,478,443,1806,711,9548,0,0
7696,137,342,1579,784,742,5,4613,2757,0,1
6959,304,2100,1625,211,740,1295,3468,5946,0,1
3094,810,2041,1707,218,19,3,307,656,0,0
738,1236,1107,2007,1445,1161,921,1671,9743,0,0
7155,182,2262,1904,914,355,1009,4218,8445,0,1
1400,2697,3549,1166,788,744,75,9212,4118,0,1
3944,3682,2942,1565,4,23,1527,7502,6835,0,1
7768,239,206,1929,26,25,11,4083,1581,0,1
4417,2017,2219,319,1134,534,622,7215,8764,0,1
5566,764,7,1082,769,1045,738,469,8319,0,1
6325,2571,4121,157,1396,735,966,9070,4220,0,0
5729,446,363,1785,653,219,24,2828,1010,0,1
6447,162,10,1551,22,935,1431,4365,7158,0,1
2474,1740,1923,1445,207,206,653,5524,8024,0,1
8669,3257,3706,1594,1321,518,89,5258,4550,0,0
8690,3821,65,1663,206,7,255,8153,3387,0,1
6195,1072,319,1698,959,732,267,1101,7261,0,0
3263,2572,2583,1526,7,1,651,8819,8414,0,1
6687,1448,2881,2007,840,741,268,3939,9357,0,0
6277,1436,218,1817,1119,0,416,3515,8007,0,1
9013,3737,2614,1383,651,935,1419,7722,8298,0,1
5837,1808,2210,1431,28,2,998,5977,2386,0,1
6867,2800,3571,736,1033,32,534,9431,8218,0,1
7779,365,1962,1515,210,24,269,3110,5524,0,1
4716,3535,356,1979,9,786,653,7280,7912,0,1
1739,1053,759,1362,391,774,1897,914,9947,0,0
8384,657,3445,1446,1381,598,938,616,4277,0,0
6189,866,190,1524,645,13,1,55,3497,0,1
3350,3059,2354,254,28,22,16,9836,2062,0,1
6899,714,381,632,576,1098,238,741,4827,0,1
4359,993,363,1532,361,23,416,621,5349,0,0
5424,1472,1994,1737,210,731,1006,3872,3724,0,1
6419,1726,2225,1514,0,2,7,5525,2163,0,1
9659,1667,508,1568,1229,928,18,4920,6778,0,1
7477,3178,283,1718,479,4,9,5636,948,0,1
7223,33,2160,2078,501,23,1875,5204,9790,0,1
9201,1757,3971,982,779,442,981,6491,2608,0,0
7710,3147,441,1525,750,17,4,5470,5865,0,1
9196,1740,3961,965,491,353,1004,6402,5442,0,0
7713,4263,1176,708,914,764,1085,9378,9992,0,1
6364,1965,1572,1200,262,1057,1289,6126,3944,0,0
8461,1441,736,1637,205,724,1867,3407,9602,0,0
9060,3874,2210,2182,225,1394,519,8305,6299,0,1
1791,2280,3212,1391,957,676,37,8183,4137,0,0
3204,3980,1107,1702,769,1195,454,8708,6521,0,1
2157,1938,3350,2289,1225,13,1433,6689,3144,0,0
8405,3964,69,661,964,357,649,8510,8982,0,1
9412,390,2,2443,832,569,159,3496,6289,0,1
7129,46,2204,1599,202,29,17,4970,2049,0,1
6253,1220,5,1526,368,751,25,2183,931,0,1
4783,977,138,1468,1050,349,217,605,6488,0,1
5838,1843,2192,1421,16,12,1007,6136,2772,0,1
9366,483,2774,1309,784,1342,1002,1950,1520,0,0
7204,4165,2111,1660,14,19,1295,9116,3898,0,1
9547,2280,1903,1838,722,644,427,7940,3095,0,1
1901,1519,2601,1547,2,746,1293,4399,3637,0,0
4486,1720,2728,1431,1118,7,545,5680,8831,0,0
9982,1228,1422,1446,970,443,728,1561,9334,0,0
7222,3932,1973,1889,916,641,1905,8466,9482,0,1
4562,3206,3547,2025,853,66,226,5211,6327,0,0
7051,220,2350,1618,209,1298,1645,3884,8885,0,1
5617,387,420,1797,209,748,997,3235,2990,0,1
6426,494,2216,1283,1348,1275,10,2077,4901,0,1
5306,1017,75,1673,762,4,1,851,1517,0,0
4250,689,2486,2190,877,657,249,1042,6594,0,0
4767,68,2557,1750,213,218,1011,4743,3878,0,1
3555,2950,547,398,27,9,414,9664,5926,0,1
6752,1774,1112,1478,483,725,23,5299,554,0,0
5795,986,2758,1864,354,4,12,947,333,0,0
9997,1309,1345,1444,208,8,0,2187,627,0,0
9415,379,298,1601,1055,18,656,3184,4705,0,1
9667,1597,644,1545,786,17,4,4427,3016,0,1
496,557,417,1827,777,950,931,2095,9371,0,1
7814,540,2062,1552,568,527,12,1936,907,0,1
5608,464,358,1753,14,10,3,2701,1035,0,1
4779,880,3922,1367,354,355,40,1059,9837,0,0
9039,3796,2968,1678,17,740,659,7898,8449,0,1
